Trainee_ID,Age,Gender,State,District,Rural_Urban,Education_Level,Data_Origin
TRN-SIH26135-019616,35,Male,Odisha,Ganjam,Urban,Graduate,illustrative_source
TRN-SIH26135-019617,18,Female,Odisha,Cuttack,Rural,Graduate,illustrative_source
TRN-SIH26135-019618,31,Male,Karnataka,Mysuru,Rural,12th,illustrative_source
TRN-SIH26135-019619,25,Male,Telangana,Hyderabad,Rural,10th,illustrative_source
TRN-SIH26135-019620,35,Female,Kerala,Kochi,Rural,Diploma,illustrative_source
TRN-SIH26135-019621,22,Female,Kerala,Thiruvananthapuram,Urban,Diploma,illustrative_source
TRN-SIH26135-019622,32,Male,Telangana,Hyderabad,Urban,12th,illustrative_source
TRN-SIH26135-019623,40,Female,Karnataka,Mangaluru,Urban,12th,illustrative_source
TRN-SIH26135-019624,23,Female,Tamil Nadu,Madurai,Urban,10th,illustrative_source
TRN-SIH26135-019625,21,Female,Uttar Pradesh,Agra,Urban,Diploma,illustrative_source
TRN-SIH26135-019626,40,Other,Rajasthan,Jodhpur,Rural,Graduate,illustrative_source
TRN-SIH26135-019627,28,Female,Rajasthan,Kota,Urban,Graduate,illustrative_source
TRN-SIH26135-019628,26,Male,Odisha,Cuttack,Urban,12th,illustrative_source
TRN-SIH26135-019629,22,Male,Tamil Nadu,Madurai,Urban,Graduate,illustrative_source
TRN-SIH26135-019630,35,Male,Bihar,Muzaffarpur,Urban,12th,illustrative_source
TRN-SIH26135-019631,26,Male,Tamil Nadu,Coimbatore,Rural,12th,illustrative_source
TRN-SIH26135-019632,26,Female,Maharashtra,Pune,Rural,Graduate,illustrative_source
TRN-SIH26135-019633,23,Male,Maharashtra,Nashik,Urban,Diploma,illustrative_source
TRN-SIH26135-019634,27,Male,Odisha,Cuttack,Urban,Postgraduate,illustrative_source
TRN-SIH26135-019635,29,Female,Kerala,Kochi,Rural,12th,illustrative_source
TRN-SIH26135-019636,36,Male,Odisha,Sundargarh,Urban,12th,illustrative_source
TRN-SIH26135-019637,19,Male,Rajasthan,Udaipur,Urban,Postgraduate,illustrative_source
TRN-SIH26135-019638,24,Male,Tamil Nadu,Chennai,Urban,12th,illustrative_source
TRN-SIH26135-019639,39,Female,West Bengal,Durgapur,Urban,Diploma,illustrative_source
TRN-SIH26135-019640,28,Male,Punjab,Amritsar,Rural,10th,illustrative_source
TRN-SIH26135-019641,31,Male,Uttar Pradesh,Noida,Rural,Graduate,illustrative_source
TRN-SIH26135-019642,25,Male,Kerala,Kochi,Urban,Diploma,illustrative_source
TRN-SIH26135-019643,25,Female,Bihar,Muzaffarpur,Rural,ITI,illustrative_source
TRN-SIH26135-019644,33,Female,Punjab,Jalandhar,Rural,Graduate,illustrative_source
TRN-SIH26135-019645,25,Male,Uttar Pradesh,Varanasi,Rural,Diploma,illustrative_source
TRN-SIH26135-019646,32,Female,Gujarat,Vadodara,Urban,Diploma,illustrative_source
TRN-SIH26135-019647,34,Male,Uttar Pradesh,Agra,Rural,12th,illustrative_source
TRN-SIH26135-019648,18,Male,Karnataka,Mangaluru,Urban,12th,illustrative_source
TRN-SIH26135-019649,28,Male,Maharashtra,Pune,Urban,Diploma,illustrative_source
TRN-SIH26135-019650,27,Male,Tamil Nadu,Chennai,Urban,10th,illustrative_source
TRN-SIH26135-019651,31,Male,Karnataka,Mysuru,Urban,12th,illustrative_source
TRN-SIH26135-019652,35,Female,Odisha,Sundargarh,Urban,12th,illustrative_source
TRN-SIH26135-019653,24,Male,Punjab,Ludhiana,Rural,10th,illustrative_source
TRN-SIH26135-019654,34,Female,Punjab,Ludhiana,Urban,Postgraduate,illustrative_source
TRN-SIH26135-019655,33,Female,Karnataka,Mysuru,Rural,Postgraduate,illustrative_source
TRN-SIH26135-019656,28,Female,Karnataka,Mangaluru,Rural,Graduate,illustrative_source
TRN-SIH26135-019657,29,Female,Punjab,Ludhiana,Urban,12th,illustrative_source
TRN-SIH26135-019658,26,Male,Karnataka,Bengaluru,Rural,Graduate,illustrative_source
TRN-SIH26135-019659,21,Male,Uttar Pradesh,Agra,Rural,Diploma,illustrative_source
TRN-SIH26135-019660,32,Female,Gujarat,Ahmedabad,Urban,10th,illustrative_source
TRN-SIH26135-019661,29,Male,Telangana,Hyderabad,Urban,12th,illustrative_source
TRN-SIH26135-019662,29,Male,Kerala,Kochi,Urban,Graduate,illustrative_source
TRN-SIH26135-019663,36,Female,Maharashtra,Mumbai,Urban,ITI,illustrative_source
TRN-SIH26135-019664,23,Male,Maharashtra,Pune,Urban,10th,illustrative_source
TRN-SIH26135-019665,25,Female,Uttar Pradesh,Agra,Urban,Diploma,illustrative_source
TRN-SIH26135-019666,18,Male,Uttar Pradesh,Lucknow,Urban,ITI,illustrative_source
TRN-SIH26135-019667,30,Male,Bihar,Patna,Rural,Graduate,illustrative_source
TRN-SIH26135-019668,20,Male,Uttar Pradesh,Lucknow,Urban,12th,illustrative_source
TRN-SIH26135-019669,28,Female,Odisha,Sundargarh,Rural,Diploma,illustrative_source
TRN-SIH26135-019670,18,Female,Punjab,Jalandhar,Urban,Graduate,illustrative_source
TRN-SIH26135-019671,28,Male,Tamil Nadu,Chennai,Urban,Postgraduate,illustrative_source
TRN-SIH26135-019672,29,Male,Odisha,Ganjam,Urban,ITI,illustrative_source
TRN-SIH26135-019673,26,Male,Gujarat,Surat,Urban,Graduate,illustrative_source
TRN-SIH26135-019674,25,Female,Maharashtra,Nagpur,Urban,Graduate,illustrative_source
TRN-SIH26135-019675,23,Male,Tamil Nadu,Madurai,Urban,12th,illustrative_source
TRN-SIH26135-019676,37,Male,Karnataka,Mysuru,Urban,12th,illustrative_source
TRN-SIH26135-019677,20,Male,Odisha,Sundargarh,Urban,12th,illustrative_source
TRN-SIH26135-019678,39,Male,Punjab,Ludhiana,Urban,Postgraduate,illustrative_source
TRN-SIH26135-019679,25,Male,Gujarat,Surat,Rural,Graduate,illustrative_source
TRN-SIH26135-019680,37,Male,Bihar,Muzaffarpur,Rural,Diploma,illustrative_source
TRN-SIH26135-019681,28,Male,Karnataka,Hubballi,Rural,12th,illustrative_source
TRN-SIH26135-019682,33,Male,Rajasthan,Jaipur,Urban,12th,illustrative_source
TRN-SIH26135-019683,19,Male,Kerala,Kochi,Urban,Graduate,illustrative_source
TRN-SIH26135-019684,18,Female,Maharashtra,Nashik,Urban,Graduate,illustrative_source
TRN-SIH26135-019685,36,Male,Punjab,Ludhiana,Urban,12th,illustrative_source
TRN-SIH26135-019686,38,Female,Maharashtra,Nagpur,Urban,12th,illustrative_source
TRN-SIH26135-019687,22,Female,Bihar,Gaya,Urban,Postgraduate,illustrative_source
TRN-SIH26135-019688,40,Female,Rajasthan,Jodhpur,Rural,Diploma,illustrative_source
TRN-SIH26135-019689,18,Male,Gujarat,Surat,Urban,Graduate,illustrative_source
TRN-SIH26135-019690,27,Female,Maharashtra,Nagpur,Urban,Graduate,illustrative_source
TRN-SIH26135-019691,23,Male,Gujarat,Surat,Urban,Graduate,illustrative_source
TRN-SIH26135-019692,26,Male,Gujarat,Rajkot,Urban,ITI,illustrative_source
TRN-SIH26135-019693,36,Male,Bihar,Patna,Rural,Diploma,illustrative_source
TRN-SIH26135-019694,18,Male,Punjab,Jalandhar,Rural,10th,illustrative_source
TRN-SIH26135-019695,29,Male,Karnataka,Mangaluru,Urban,12th,illustrative_source
TRN-SIH26135-019696,18,Female,Tamil Nadu,Madurai,Urban,12th,illustrative_source
TRN-SIH26135-019697,21,Female,Tamil Nadu,Chennai,Rural,Graduate,illustrative_source
TRN-SIH26135-019698,30,Female,Tamil Nadu,Chennai,Rural,12th,illustrative_source
TRN-SIH26135-019699,27,Female,Odisha,Sundargarh,Urban,Postgraduate,illustrative_source
TRN-SIH26135-019700,28,Male,Odisha,Ganjam,Urban,ITI,illustrative_source
TRN-SIH26135-019701,18,Female,Kerala,Kochi,Rural,ITI,illustrative_source
TRN-SIH26135-019702,35,Male,Telangana,Hyderabad,Urban,12th,illustrative_source
TRN-SIH26135-019703,22,Female,Tamil Nadu,Madurai,Urban,10th,illustrative_source
TRN-SIH26135-019704,34,Female,Uttar Pradesh,Noida,Urban,10th,illustrative_source
TRN-SIH26135-019705,26,Male,Rajasthan,Jodhpur,Rural,Diploma,illustrative_source
TRN-SIH26135-019706,33,Female,Tamil Nadu,Madurai,Rural,Graduate,illustrative_source
TRN-SIH26135-019707,40,Female,Kerala,Kozhikode,Rural,12th,illustrative_source
TRN-SIH26135-019708,26,Female,West Bengal,Howrah,Rural,Postgraduate,illustrative_source
TRN-SIH26135-019709,41,Female,Karnataka,Mangaluru,Urban,12th,illustrative_source
TRN-SIH26135-019710,32,Female,West Bengal,Durgapur,Rural,Graduate,illustrative_source
TRN-SIH26135-019711,29,Male,Gujarat,Rajkot,Urban,Postgraduate,illustrative_source
TRN-SIH26135-019712,19,Male,West Bengal,Durgapur,Urban,Graduate,illustrative_source
TRN-SIH26135-019713,23,Male,Bihar,Patna,Urban,Graduate,illustrative_source
TRN-SIH26135-019714,30,Female,Rajasthan,Jaipur,Rural,10th,illustrative_source
TRN-SIH26135-019715,25,Female,Maharashtra,Nashik,Urban,Diploma,illustrative_source
TRN-SIH26135-019716,30,Female,Rajasthan,Jaipur,Rural,Diploma,illustrative_source
TRN-SIH26135-019717,29,Female,Tamil Nadu,Coimbatore,Urban,12th,illustrative_source
TRN-SIH26135-019718,19,Female,Gujarat,Surat,Urban,Graduate,illustrative_source
TRN-SIH26135-019719,24,Female,Maharashtra,Nagpur,Urban,Diploma,illustrative_source
TRN-SIH26135-019720,36,Male,Gujarat,Ahmedabad,Urban,Graduate,illustrative_source
TRN-SIH26135-019721,23,Female,West Bengal,Siliguri,Rural,12th,illustrative_source
TRN-SIH26135-019722,18,Male,West Bengal,Kolkata,Urban,Graduate,illustrative_source
TRN-SIH26135-019723,21,Male,Rajasthan,Jodhpur,Rural,10th,illustrative_source
TRN-SIH26135-019724,32,Female,Gujarat,Rajkot,Rural,12th,illustrative_source
TRN-SIH26135-019725,23,Female,Telangana,Hyderabad,Rural,ITI,illustrative_source
TRN-SIH26135-019726,18,Female,Odisha,Khordha,Urban,Diploma,illustrative_source
TRN-SIH26135-019727,25,Male,Karnataka,Mysuru,Urban,Graduate,illustrative_source
TRN-SIH26135-019728,31,Male,Bihar,Patna,Urban,Diploma,illustrative_source
TRN-SIH26135-019729,22,Female,Uttar Pradesh,Noida,Urban,Graduate,illustrative_source
TRN-SIH26135-019730,30,Male,Odisha,Ganjam,Rural,Graduate,illustrative_source
TRN-SIH26135-019731,29,Male,Bihar,Patna,Urban,12th,illustrative_source
TRN-SIH26135-019732,28,Male,Karnataka,Bengaluru,Rural,10th,illustrative_source
TRN-SIH26135-019733,21,Female,Gujarat,Rajkot,Rural,Postgraduate,illustrative_source
TRN-SIH26135-019734,19,Male,Odisha,Sambalpur,Urban,10th,illustrative_source
TRN-SIH26135-019735,35,Other,Telangana,Warangal,Urban,Graduate,illustrative_source
TRN-SIH26135-019736,32,Male,Kerala,Kozhikode,Rural,12th,illustrative_source
TRN-SIH26135-019737,29,Female,Telangana,Nizamabad,Rural,ITI,illustrative_source
TRN-SIH26135-019738,30,Female,West Bengal,Howrah,Urban,12th,illustrative_source
TRN-SIH26135-019739,32,Male,West Bengal,Kolkata,Urban,Graduate,illustrative_source
TRN-SIH26135-019740,23,Male,Bihar,Patna,Urban,Graduate,illustrative_source
TRN-SIH26135-019741,34,Female,Kerala,Kozhikode,Rural,12th,illustrative_source
TRN-SIH26135-019742,25,Male,Odisha,Sambalpur,Rural,12th,illustrative_source
TRN-SIH26135-019743,26,Male,Bihar,Muzaffarpur,Urban,12th,illustrative_source
TRN-SIH26135-019744,38,Female,Kerala,Kozhikode,Rural,12th,illustrative_source
TRN-SIH26135-019745,32,Male,Tamil Nadu,Coimbatore,Urban,ITI,illustrative_source
TRN-SIH26135-019746,22,Other,Rajasthan,Udaipur,Rural,10th,illustrative_source
TRN-SIH26135-019747,31,Male,Telangana,Warangal,Rural,Graduate,illustrative_source
TRN-SIH26135-019748,25,Male,Maharashtra,Mumbai,Urban,Graduate,illustrative_source
TRN-SIH26135-019749,27,Female,Uttar Pradesh,Varanasi,Urban,12th,illustrative_source
TRN-SIH26135-019750,29,Female,Maharashtra,Nagpur,Urban,Postgraduate,illustrative_source
TRN-SIH26135-019751,18,Male,Tamil Nadu,Coimbatore,Urban,Diploma,illustrative_source
TRN-SIH26135-019752,24,Male,Tamil Nadu,Chennai,Urban,10th,illustrative_source
TRN-SIH26135-019753,25,Male,West Bengal,Siliguri,Urban,Graduate,illustrative_source
TRN-SIH26135-019754,28,Male,Kerala,Thiruvananthapuram,Urban,Graduate,illustrative_source
TRN-SIH26135-019755,18,Male,Uttar Pradesh,Lucknow,Urban,Diploma,illustrative_source
TRN-SIH26135-019756,18,Male,Punjab,Jalandhar,Urban,ITI,illustrative_source
TRN-SIH26135-019757,28,Male,Gujarat,Surat,Rural,12th,illustrative_source
TRN-SIH26135-019758,35,Female,Maharashtra,Mumbai,Rural,10th,illustrative_source
TRN-SIH26135-019759,29,Male,Telangana,Nizamabad,Rural,Postgraduate,illustrative_source
TRN-SIH26135-019760,45,Female,Tamil Nadu,Madurai,Rural,12th,illustrative_source
TRN-SIH26135-019761,26,Female,Bihar,Patna,Rural,Graduate,illustrative_source
TRN-SIH26135-019762,26,Male,Maharashtra,Nagpur,Rural,12th,illustrative_source
TRN-SIH26135-019763,22,Male,Uttar Pradesh,Noida,Rural,Graduate,illustrative_source
TRN-SIH26135-019764,37,Male,West Bengal,Durgapur,Rural,Graduate,illustrative_source
TRN-SIH26135-019765,22,Male,Bihar,Gaya,Rural,Graduate,illustrative_source
TRN-SIH26135-019766,28,Male,Rajasthan,Udaipur,Urban,Diploma,illustrative_source
TRN-SIH26135-019767,18,Female,Karnataka,Mangaluru,Urban,10th,illustrative_source
TRN-SIH26135-019768,36,Male,Tamil Nadu,Chennai,Urban,ITI,illustrative_source
TRN-SIH26135-019769,33,Male,Tamil Nadu,Chennai,Urban,Diploma,illustrative_source
TRN-SIH26135-019770,26,Male,Maharashtra,Nagpur,Rural,12th,illustrative_source
TRN-SIH26135-019771,26,Male,Rajasthan,Jaipur,Rural,Graduate,illustrative_source
TRN-SIH26135-019772,29,Male,Punjab,Jalandhar,Urban,12th,illustrative_source
TRN-SIH26135-019773,41,Female,Maharashtra,Mumbai,Rural,Diploma,illustrative_source
TRN-SIH26135-019774,24,Male,Uttar Pradesh,Lucknow,Urban,10th,illustrative_source
TRN-SIH26135-019775,29,Female,Gujarat,Rajkot,Urban,12th,illustrative_source
TRN-SIH26135-019776,18,Male,Kerala,Kozhikode,Urban,10th,illustrative_source
TRN-SIH26135-019777,34,Female,Kerala,Kochi,Rural,Graduate,illustrative_source
TRN-SIH26135-019778,36,Female,Odisha,Sambalpur,Urban,Graduate,illustrative_source
TRN-SIH26135-019779,21,Male,Odisha,Ganjam,Rural,12th,illustrative_source
TRN-SIH26135-019780,25,Male,Punjab,Jalandhar,Rural,Diploma,illustrative_source
TRN-SIH26135-019781,36,Female,West Bengal,Howrah,Urban,12th,illustrative_source
TRN-SIH26135-019782,29,Male,Gujarat,Ahmedabad,Rural,Diploma,illustrative_source
TRN-SIH26135-019783,18,Male,Kerala,Kozhikode,Rural,12th,illustrative_source
TRN-SIH26135-019784,35,Male,Gujarat,Vadodara,Rural,10th,illustrative_source
TRN-SIH26135-019785,24,Male,Odisha,Cuttack,Urban,ITI,illustrative_source
TRN-SIH26135-019786,19,Male,Odisha,Cuttack,Rural,12th,illustrative_source
TRN-SIH26135-019787,32,Male,Uttar Pradesh,Varanasi,Urban,Graduate,illustrative_source
TRN-SIH26135-019788,43,Male,Punjab,Ludhiana,Urban,Graduate,illustrative_source
TRN-SIH26135-019789,28,Female,Tamil Nadu,Madurai,Rural,12th,illustrative_source
TRN-SIH26135-019790,26,Male,Gujarat,Ahmedabad,Rural,Graduate,illustrative_source
TRN-SIH26135-019791,18,Male,Bihar,Muzaffarpur,Urban,Graduate,illustrative_source
TRN-SIH26135-019792,18,Male,Kerala,Kozhikode,Urban,12th,illustrative_source
TRN-SIH26135-019793,18,Female,Gujarat,Surat,Rural,Diploma,illustrative_source
TRN-SIH26135-019794,21,Male,Rajasthan,Udaipur,Urban,Graduate,illustrative_source
TRN-SIH26135-019795,21,Female,Bihar,Patna,Rural,12th,illustrative_source
TRN-SIH26135-019796,21,Female,Kerala,Thiruvananthapuram,Urban,ITI,illustrative_source
TRN-SIH26135-019797,25,Male,Tamil Nadu,Coimbatore,Urban,Graduate,illustrative_source
TRN-SIH26135-019798,27,Male,Uttar Pradesh,Noida,Rural,Postgraduate,illustrative_source
TRN-SIH26135-019799,19,Female,Telangana,Nizamabad,Urban,ITI,illustrative_source
TRN-SIH26135-019800,26,Male,Bihar,Gaya,Rural,12th,illustrative_source
TRN-SIH26135-019801,31,Female,West Bengal,Kolkata,Urban,Diploma,illustrative_source
TRN-SIH26135-019802,34,Female,Maharashtra,Mumbai,Urban,Postgraduate,illustrative_source
TRN-SIH26135-019803,30,Female,Tamil Nadu,Chennai,Rural,Diploma,illustrative_source
TRN-SIH26135-019804,36,Female,Maharashtra,Mumbai,Urban,ITI,illustrative_source
TRN-SIH26135-019805,18,Male,Rajasthan,Udaipur,Urban,12th,illustrative_source
TRN-SIH26135-019806,18,Female,Uttar Pradesh,Lucknow,Urban,Diploma,illustrative_source
TRN-SIH26135-019807,31,Female,Punjab,Ludhiana,Urban,Graduate,illustrative_source
TRN-SIH26135-019808,38,Female,Gujarat,Surat,Urban,12th,illustrative_source
TRN-SIH26135-019809,18,Male,Rajasthan,Jodhpur,Urban,Postgraduate,illustrative_source
TRN-SIH26135-019810,25,Female,Rajasthan,Jaipur,Urban,Postgraduate,illustrative_source
TRN-SIH26135-019811,24,Female,Odisha,Cuttack,Urban,Graduate,illustrative_source
TRN-SIH26135-019812,39,Male,Uttar Pradesh,Varanasi,Rural,12th,illustrative_source
TRN-SIH26135-019813,30,Male,Odisha,Ganjam,Rural,10th,illustrative_source
TRN-SIH26135-019814,26,Male,Gujarat,Vadodara,Rural,Diploma,illustrative_source
TRN-SIH26135-019815,35,Female,Bihar,Patna,Rural,ITI,illustrative_source
TRN-SIH26135-019816,28,Female,Kerala,Kozhikode,Urban,12th,illustrative_source
TRN-SIH26135-019817,21,Female,Gujarat,Vadodara,Urban,Graduate,illustrative_source
TRN-SIH26135-019818,35,Female,Telangana,Warangal,Rural,Diploma,illustrative_source
TRN-SIH26135-019819,18,Female,Punjab,Amritsar,Rural,Graduate,illustrative_source
TRN-SIH26135-019820,25,Female,Punjab,Ludhiana,Rural,Graduate,illustrative_source
TRN-SIH26135-019821,25,Male,Tamil Nadu,Madurai,Rural,ITI,illustrative_source
TRN-SIH26135-019822,44,Male,West Bengal,Howrah,Rural,10th,illustrative_source
TRN-SIH26135-019823,18,Male,Gujarat,Ahmedabad,Rural,Graduate,illustrative_source
TRN-SIH26135-019824,20,Female,Rajasthan,Jaipur,Urban,Graduate,illustrative_source
TRN-SIH26135-019825,33,Female,Bihar,Gaya,Rural,ITI,illustrative_source
TRN-SIH26135-019826,21,Other,Punjab,Amritsar,Urban,Diploma,illustrative_source
TRN-SIH26135-019827,29,Female,Maharashtra,Pune,Urban,ITI,illustrative_source
TRN-SIH26135-019828,25,Female,Telangana,Nizamabad,Urban,12th,illustrative_source
TRN-SIH26135-019829,22,Female,Bihar,Patna,Rural,12th,illustrative_source
TRN-SIH26135-019830,28,Female,Telangana,Hyderabad,Urban,12th,illustrative_source
TRN-SIH26135-019831,31,Male,Karnataka,Bengaluru,Rural,Postgraduate,illustrative_source
TRN-SIH26135-019832,21,Male,Telangana,Warangal,Rural,Graduate,illustrative_source
TRN-SIH26135-019833,18,Other,Tamil Nadu,Chennai,Urban,12th,illustrative_source
TRN-SIH26135-019834,25,Female,Gujarat,Ahmedabad,Rural,12th,illustrative_source
TRN-SIH26135-019835,23,Male,Telangana,Hyderabad,Urban,Graduate,illustrative_source
TRN-SIH26135-019836,31,Male,Tamil Nadu,Coimbatore,Urban,Postgraduate,illustrative_source
TRN-SIH26135-019837,28,Female,Tamil Nadu,Salem,Urban,Graduate,illustrative_source
TRN-SIH26135-019838,30,Female,West Bengal,Siliguri,Rural,12th,illustrative_source
TRN-SIH26135-019839,27,Female,Kerala,Kochi,Urban,ITI,illustrative_source
TRN-SIH26135-019840,23,Male,Punjab,Ludhiana,Urban,12th,illustrative_source
TRN-SIH26135-019841,37,Female,Karnataka,Bengaluru,Rural,12th,illustrative_source
TRN-SIH26135-019842,29,Other,Maharashtra,Pune,Urban,Graduate,illustrative_source
TRN-SIH26135-019843,18,Female,Rajasthan,Udaipur,Rural,ITI,illustrative_source
TRN-SIH26135-019844,30,Female,Gujarat,Vadodara,Rural,Postgraduate,illustrative_source
TRN-SIH26135-019845,18,Male,Gujarat,Surat,Urban,10th,illustrative_source
TRN-SIH26135-019846,30,Male,Rajasthan,Jodhpur,Urban,ITI,illustrative_source
TRN-SIH26135-019847,36,Male,Uttar Pradesh,Kanpur,Rural,Graduate,illustrative_source
TRN-SIH26135-019848,28,Male,Odisha,Cuttack,Rural,12th,illustrative_source
TRN-SIH26135-019849,42,Male,West Bengal,Durgapur,Rural,ITI,illustrative_source
TRN-SIH26135-019850,18,Female,West Bengal,Siliguri,Urban,12th,illustrative_source
TRN-SIH26135-019851,33,Male,West Bengal,Durgapur,Rural,Graduate,illustrative_source
TRN-SIH26135-019852,25,Female,Bihar,Patna,Rural,Graduate,illustrative_source
TRN-SIH26135-019853,19,Female,Uttar Pradesh,Kanpur,Urban,ITI,illustrative_source
TRN-SIH26135-019854,38,Male,Rajasthan,Kota,Urban,12th,illustrative_source
TRN-SIH26135-019855,25,Female,Uttar Pradesh,Varanasi,Rural,12th,illustrative_source
TRN-SIH26135-019856,27,Male,Odisha,Sundargarh,Rural,10th,illustrative_source
TRN-SIH26135-019857,27,Female,Maharashtra,Mumbai,Urban,Graduate,illustrative_source
TRN-SIH26135-019858,45,Female,Kerala,Thiruvananthapuram,Urban,Postgraduate,illustrative_source
TRN-SIH26135-019859,32,Male,Karnataka,Hubballi,Rural,12th,illustrative_source
TRN-SIH26135-019860,35,Female,Gujarat,Surat,Urban,Diploma,illustrative_source
TRN-SIH26135-019861,21,Female,Kerala,Thiruvananthapuram,Rural,12th,illustrative_source
TRN-SIH26135-019862,20,Female,Odisha,Cuttack,Urban,12th,illustrative_source
TRN-SIH26135-019863,22,Female,Kerala,Kochi,Rural,12th,illustrative_source
TRN-SIH26135-019864,24,Female,Uttar Pradesh,Varanasi,Urban,12th,illustrative_source
TRN-SIH26135-019865,20,Female,Tamil Nadu,Salem,Rural,Graduate,illustrative_source
TRN-SIH26135-019866,25,Female,Karnataka,Bengaluru,Urban,10th,illustrative_source
TRN-SIH26135-019867,36,Female,Odisha,Ganjam,Urban,Diploma,illustrative_source
TRN-SIH26135-019868,27,Female,Maharashtra,Nagpur,Urban,12th,illustrative_source
TRN-SIH26135-019869,18,Male,Maharashtra,Pune,Urban,Diploma,illustrative_source
TRN-SIH26135-019870,37,Female,Punjab,Ludhiana,Urban,ITI,illustrative_source
TRN-SIH26135-019871,18,Female,West Bengal,Durgapur,Urban,Graduate,illustrative_source
TRN-SIH26135-019872,35,Female,Telangana,Nizamabad,Rural,Graduate,illustrative_source
TRN-SIH26135-019873,26,Female,West Bengal,Durgapur,Rural,Graduate,illustrative_source
TRN-SIH26135-019874,45,Female,Telangana,Nizamabad,Urban,Diploma,illustrative_source
TRN-SIH26135-019875,39,Female,Odisha,Sundargarh,Urban,Postgraduate,illustrative_source
TRN-SIH26135-019876,32,Female,Telangana,Hyderabad,Urban,ITI,illustrative_source
TRN-SIH26135-019877,27,Male,Uttar Pradesh,Agra,Rural,ITI,illustrative_source
TRN-SIH26135-019878,37,Female,Kerala,Thiruvananthapuram,Urban,ITI,illustrative_source
TRN-SIH26135-019879,28,Female,Tamil Nadu,Madurai,Urban,ITI,illustrative_source
TRN-SIH26135-019880,31,Female,Uttar Pradesh,Kanpur,Rural,Postgraduate,illustrative_source
TRN-SIH26135-019881,28,Female,Rajasthan,Udaipur,Urban,10th,illustrative_source
TRN-SIH26135-019882,22,Male,Punjab,Amritsar,Rural,Graduate,illustrative_source
TRN-SIH26135-019883,29,Female,Kerala,Kozhikode,Urban,10th,illustrative_source
TRN-SIH26135-019884,21,Male,Maharashtra,Pune,Urban,Graduate,illustrative_source
TRN-SIH26135-019885,32,Female,Rajasthan,Jodhpur,Rural,10th,illustrative_source
TRN-SIH26135-019886,27,Female,Kerala,Thiruvananthapuram,Urban,12th,illustrative_source
TRN-SIH26135-019887,23,Female,Telangana,Warangal,Urban,12th,illustrative_source
TRN-SIH26135-019888,22,Male,Gujarat,Vadodara,Rural,Graduate,illustrative_source
TRN-SIH26135-019889,39,Female,Tamil Nadu,Coimbatore,Urban,12th,illustrative_source
TRN-SIH26135-019890,19,Female,Telangana,Nizamabad,Urban,12th,illustrative_source
TRN-SIH26135-019891,29,Female,Maharashtra,Pune,Rural,ITI,illustrative_source
TRN-SIH26135-019892,19,Female,Odisha,Sundargarh,Urban,10th,illustrative_source
TRN-SIH26135-019893,30,Male,Uttar Pradesh,Lucknow,Urban,Graduate,illustrative_source
TRN-SIH26135-019894,25,Female,Kerala,Thiruvananthapuram,Rural,Diploma,illustrative_source
TRN-SIH26135-019895,28,Male,Rajasthan,Jaipur,Urban,Postgraduate,illustrative_source
TRN-SIH26135-019896,24,Female,Maharashtra,Pune,Urban,Graduate,illustrative_source
TRN-SIH26135-019897,18,Male,Odisha,Cuttack,Urban,Graduate,illustrative_source
TRN-SIH26135-019898,29,Other,Rajasthan,Jaipur,Urban,Graduate,illustrative_source
TRN-SIH26135-019899,29,Male,Maharashtra,Mumbai,Rural,Diploma,illustrative_source
TRN-SIH26135-019900,20,Male,Gujarat,Vadodara,Urban,Graduate,illustrative_source
TRN-SIH26135-019901,27,Female,Bihar,Patna,Urban,12th,illustrative_source
TRN-SIH26135-019902,29,Male,Odisha,Sundargarh,Rural,Diploma,illustrative_source
TRN-SIH26135-019903,30,Female,Gujarat,Surat,Urban,ITI,illustrative_source
TRN-SIH26135-019904,27,Female,Bihar,Muzaffarpur,Urban,10th,illustrative_source
TRN-SIH26135-019905,22,Male,Tamil Nadu,Madurai,Rural,Graduate,illustrative_source
TRN-SIH26135-019906,33,Female,Kerala,Thiruvananthapuram,Rural,10th,illustrative_source
TRN-SIH26135-019907,29,Male,Kerala,Kozhikode,Rural,Graduate,illustrative_source
TRN-SIH26135-019908,18,Female,Karnataka,Bengaluru,Urban,12th,illustrative_source
TRN-SIH26135-019909,24,Female,Telangana,Warangal,Urban,Diploma,illustrative_source
TRN-SIH26135-019910,32,Female,Uttar Pradesh,Noida,Urban,Graduate,illustrative_source
TRN-SIH26135-019911,39,Male,Rajasthan,Jodhpur,Rural,Postgraduate,illustrative_source
TRN-SIH26135-019912,28,Female,Karnataka,Mysuru,Urban,Postgraduate,illustrative_source
TRN-SIH26135-019913,18,Male,Maharashtra,Nagpur,Rural,Diploma,illustrative_source
TRN-SIH26135-019914,18,Male,Uttar Pradesh,Noida,Rural,10th,illustrative_source
TRN-SIH26135-019915,28,Male,Maharashtra,Nagpur,Rural,Diploma,illustrative_source
TRN-SIH26135-019916,26,Male,West Bengal,Kolkata,Urban,Graduate,illustrative_source
TRN-SIH26135-019917,30,Female,Odisha,Khordha,Rural,Postgraduate,illustrative_source
TRN-SIH26135-019918,19,Female,Karnataka,Bengaluru,Rural,10th,illustrative_source
TRN-SIH26135-019919,29,Male,West Bengal,Howrah,Rural,ITI,illustrative_source
