Target_Job_Role,State,District,Snapshot_Date,Active_Postings,Candidate_Count,Demand_Score,Data_Origin
Healthcare Assistant,Karnataka,Mangaluru,2024-07-01,73,63,53.68,synthetic_derived
Healthcare Assistant,Karnataka,Mangaluru,2024-08-01,78,65,54.55,synthetic_derived
Healthcare Assistant,Karnataka,Mangaluru,2024-09-01,18,67,21.18,synthetic_derived
Healthcare Assistant,Karnataka,Mangaluru,2024-10-01,23,69,25.0,synthetic_derived
Healthcare Assistant,Karnataka,Mangaluru,2024-11-01,28,71,28.28,synthetic_derived
Healthcare Assistant,Karnataka,Mangaluru,2024-12-01,33,73,31.13,synthetic_derived
Healthcare Assistant,Karnataka,Mangaluru,2025-01-01,38,75,33.63,synthetic_derived
Healthcare Assistant,Karnataka,Mangaluru,2025-02-01,43,77,35.83,synthetic_derived
Healthcare Assistant,Karnataka,Mangaluru,2025-03-01,48,79,37.8,synthetic_derived
Healthcare Assistant,Karnataka,Mangaluru,2025-04-01,53,81,39.55,synthetic_derived
Healthcare Assistant,Karnataka,Mangaluru,2025-05-01,58,83,41.13,synthetic_derived
Healthcare Assistant,Karnataka,Mangaluru,2025-06-01,63,85,42.57,synthetic_derived
Healthcare Assistant,Karnataka,Mangaluru,2025-07-01,68,87,43.87,synthetic_derived
Healthcare Assistant,Karnataka,Mangaluru,2025-08-01,73,89,45.06,synthetic_derived
Healthcare Assistant,Karnataka,Mangaluru,2025-09-01,78,91,46.15,synthetic_derived
Healthcare Assistant,Karnataka,Mangaluru,2025-10-01,18,93,16.22,synthetic_derived
Healthcare Assistant,Karnataka,Mangaluru,2025-11-01,23,95,19.49,synthetic_derived
Healthcare Assistant,Karnataka,Mangaluru,2025-12-01,28,97,22.4,synthetic_derived
Healthcare Assistant,Karnataka,Mangaluru,2026-01-01,33,99,25.0,synthetic_derived
Healthcare Assistant,Karnataka,Mangaluru,2026-02-01,38,101,27.34,synthetic_derived
Healthcare Assistant,Karnataka,Mangaluru,2026-03-01,43,103,29.45,synthetic_derived
Healthcare Assistant,Karnataka,Mangaluru,2026-04-01,48,105,31.37,synthetic_derived
Healthcare Assistant,Karnataka,Mangaluru,2026-05-01,53,107,33.12,synthetic_derived
Healthcare Assistant,Karnataka,Mangaluru,2026-06-01,58,109,34.73,synthetic_derived
Healthcare Assistant,Karnataka,Mangaluru,2026-07-01,63,111,36.21,synthetic_derived
Healthcare Assistant,Karnataka,Mangaluru,2026-08-01,68,113,37.57,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2024-01-01,46,62,42.59,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2024-02-01,51,64,44.35,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2024-03-01,56,66,45.9,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2024-04-01,61,68,47.29,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2024-05-01,66,70,48.53,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2024-06-01,71,72,49.65,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2024-07-01,76,74,50.67,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2024-08-01,81,76,51.59,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2024-09-01,21,78,21.21,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2024-10-01,26,80,24.53,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2024-11-01,31,82,27.43,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2024-12-01,36,84,30.0,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2025-01-01,41,86,32.28,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2025-02-01,46,88,34.33,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2025-03-01,51,90,36.17,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2025-04-01,56,92,37.84,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2025-05-01,61,94,39.35,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2025-06-01,66,96,40.74,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2025-07-01,71,98,42.01,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2025-08-01,76,100,43.18,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2025-09-01,81,102,44.26,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2025-10-01,21,104,16.8,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2025-11-01,26,106,19.7,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2025-12-01,31,108,22.3,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2026-01-01,36,110,24.66,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2026-02-01,41,112,26.8,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2026-03-01,46,114,28.75,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2026-04-01,51,26,66.23,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2026-05-01,56,28,66.67,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2026-06-01,61,30,67.03,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2026-07-01,66,32,67.35,synthetic_derived
Healthcare Assistant,Gujarat,Surat,2026-08-01,71,34,67.62,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2024-01-01,49,73,40.16,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2024-02-01,54,75,41.86,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2024-03-01,59,77,43.38,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2024-04-01,64,79,44.76,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2024-05-01,69,81,46.0,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2024-06-01,74,83,47.13,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2024-07-01,79,85,48.17,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2024-08-01,19,87,17.92,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2024-09-01,24,89,21.24,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2024-10-01,29,91,24.17,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2024-11-01,34,93,26.77,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2024-12-01,39,95,29.1,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2025-01-01,44,97,31.21,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2025-02-01,49,99,33.11,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2025-03-01,54,101,34.84,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2025-04-01,59,103,36.42,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2025-05-01,64,105,37.87,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2025-06-01,69,107,39.2,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2025-07-01,74,109,40.44,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2025-08-01,79,111,41.58,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2025-09-01,19,113,14.39,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2025-10-01,24,25,48.98,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2025-11-01,29,27,51.79,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2025-12-01,34,29,53.97,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2026-01-01,39,31,55.71,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2026-02-01,44,33,57.14,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2026-03-01,49,35,58.33,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2026-04-01,54,37,59.34,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2026-05-01,59,39,60.2,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2026-06-01,64,41,60.95,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2026-07-01,69,43,61.61,synthetic_derived
Healthcare Assistant,Tamil Nadu,Chennai,2026-08-01,74,45,62.18,synthetic_derived
Healthcare Assistant,Bihar,Patna,2024-01-01,52,84,38.24,synthetic_derived
Healthcare Assistant,Bihar,Patna,2024-02-01,57,86,39.86,synthetic_derived
Healthcare Assistant,Bihar,Patna,2024-03-01,62,88,41.33,synthetic_derived
Healthcare Assistant,Bihar,Patna,2024-04-01,67,90,42.68,synthetic_derived
Healthcare Assistant,Bihar,Patna,2024-05-01,72,92,43.9,synthetic_derived
Healthcare Assistant,Bihar,Patna,2024-06-01,77,94,45.03,synthetic_derived
Healthcare Assistant,Bihar,Patna,2024-07-01,82,96,46.07,synthetic_derived
Healthcare Assistant,Bihar,Patna,2024-08-01,22,98,18.33,synthetic_derived
Healthcare Assistant,Bihar,Patna,2024-09-01,27,100,21.26,synthetic_derived
Healthcare Assistant,Bihar,Patna,2024-10-01,32,102,23.88,synthetic_derived
Healthcare Assistant,Bihar,Patna,2024-11-01,37,104,26.24,synthetic_derived
Healthcare Assistant,Bihar,Patna,2024-12-01,42,106,28.38,synthetic_derived
Healthcare Assistant,Bihar,Patna,2025-01-01,47,108,30.32,synthetic_derived
Healthcare Assistant,Bihar,Patna,2025-02-01,52,110,32.1,synthetic_derived
Healthcare Assistant,Bihar,Patna,2025-03-01,57,112,33.73,synthetic_derived
Healthcare Assistant,Bihar,Patna,2025-04-01,62,114,35.23,synthetic_derived
Healthcare Assistant,Bihar,Patna,2025-05-01,67,26,72.04,synthetic_derived
Healthcare Assistant,Bihar,Patna,2025-06-01,72,28,72.0,synthetic_derived
Healthcare Assistant,Bihar,Patna,2025-07-01,77,30,71.96,synthetic_derived
Healthcare Assistant,Bihar,Patna,2025-08-01,82,32,71.93,synthetic_derived
Healthcare Assistant,Bihar,Patna,2025-09-01,22,34,39.29,synthetic_derived
Healthcare Assistant,Bihar,Patna,2025-10-01,27,36,42.86,synthetic_derived
Healthcare Assistant,Bihar,Patna,2025-11-01,32,38,45.71,synthetic_derived
Healthcare Assistant,Bihar,Patna,2025-12-01,37,40,48.05,synthetic_derived
Healthcare Assistant,Bihar,Patna,2026-01-01,42,42,50.0,synthetic_derived
Healthcare Assistant,Bihar,Patna,2026-02-01,47,44,51.65,synthetic_derived
Healthcare Assistant,Bihar,Patna,2026-03-01,52,46,53.06,synthetic_derived
Healthcare Assistant,Bihar,Patna,2026-04-01,57,48,54.29,synthetic_derived
Healthcare Assistant,Bihar,Patna,2026-05-01,62,50,55.36,synthetic_derived
Healthcare Assistant,Bihar,Patna,2026-06-01,67,52,56.3,synthetic_derived
Healthcare Assistant,Bihar,Patna,2026-07-01,72,54,57.14,synthetic_derived
Healthcare Assistant,Bihar,Patna,2026-08-01,77,56,57.89,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2024-01-01,55,95,36.67,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2024-02-01,60,97,38.22,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2024-03-01,65,99,39.63,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2024-04-01,70,101,40.94,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2024-05-01,75,103,42.13,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2024-06-01,80,105,43.24,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2024-07-01,20,107,15.75,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2024-08-01,25,109,18.66,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2024-09-01,30,111,21.28,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2024-10-01,35,113,23.65,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2024-11-01,40,25,61.54,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2024-12-01,45,27,62.5,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2025-01-01,50,29,63.29,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2025-02-01,55,31,63.95,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2025-03-01,60,33,64.52,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2025-04-01,65,35,65.0,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2025-05-01,70,37,65.42,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2025-06-01,75,39,65.79,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2025-07-01,80,41,66.12,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2025-08-01,20,43,31.75,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2025-09-01,25,45,35.71,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2025-10-01,30,47,38.96,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2025-11-01,35,49,41.67,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2025-12-01,40,51,43.96,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2026-01-01,45,53,45.92,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2026-02-01,50,55,47.62,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2026-03-01,55,57,49.11,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2026-04-01,60,59,50.42,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2026-05-01,65,61,51.59,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2026-06-01,70,63,52.63,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2026-07-01,75,65,53.57,synthetic_derived
Healthcare Assistant,Kerala,Thiruvananthapuram,2026-08-01,80,67,54.42,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2024-01-01,58,106,35.37,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2024-02-01,63,108,36.84,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2024-03-01,68,110,38.2,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2024-04-01,73,112,39.46,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2024-05-01,78,114,40.62,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2024-06-01,18,26,40.91,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2024-07-01,23,28,45.1,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2024-08-01,28,30,48.28,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2024-09-01,33,32,50.77,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2024-10-01,38,34,52.78,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2024-11-01,43,36,54.43,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2024-12-01,48,38,55.81,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2025-01-01,53,40,56.99,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2025-02-01,58,42,58.0,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2025-03-01,63,44,58.88,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2025-04-01,68,46,59.65,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2025-05-01,73,48,60.33,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2025-06-01,78,50,60.94,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2025-07-01,18,52,25.71,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2025-08-01,23,54,29.87,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2025-09-01,28,56,33.33,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2025-10-01,33,58,36.26,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2025-11-01,38,60,38.78,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2025-12-01,43,62,40.95,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2026-01-01,48,64,42.86,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2026-02-01,53,66,44.54,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2026-03-01,58,68,46.03,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2026-04-01,63,70,47.37,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2026-05-01,68,72,48.57,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2026-06-01,73,74,49.66,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2026-07-01,78,76,50.65,synthetic_derived
Healthcare Assistant,Rajasthan,Kota,2026-08-01,18,78,18.75,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2024-01-01,61,27,69.32,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2024-02-01,66,29,69.47,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2024-03-01,71,31,69.61,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2024-04-01,76,33,69.72,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2024-05-01,81,35,69.83,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2024-06-01,21,37,36.21,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2024-07-01,26,39,40.0,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2024-08-01,31,41,43.06,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2024-09-01,36,43,45.57,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2024-10-01,41,45,47.67,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2024-11-01,46,47,49.46,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2024-12-01,51,49,51.0,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2025-01-01,56,51,52.34,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2025-02-01,61,53,53.51,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2025-03-01,66,55,54.55,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2025-04-01,71,57,55.47,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2025-05-01,76,59,56.3,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2025-06-01,81,61,57.04,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2025-07-01,21,63,25.0,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2025-08-01,26,65,28.57,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2025-09-01,31,67,31.63,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2025-10-01,36,69,34.29,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2025-11-01,41,71,36.61,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2025-12-01,46,73,38.66,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2026-01-01,51,75,40.48,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2026-02-01,56,77,42.11,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2026-03-01,61,79,43.57,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2026-04-01,66,81,44.9,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2026-05-01,71,83,46.1,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2026-06-01,76,85,47.2,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2026-07-01,81,87,48.21,synthetic_derived
Healthcare Assistant,Tamil Nadu,Salem,2026-08-01,21,89,19.09,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2024-01-01,64,38,62.75,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2024-02-01,69,40,63.3,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2024-03-01,74,42,63.79,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2024-04-01,79,44,64.23,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2024-05-01,19,46,29.23,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2024-06-01,24,48,33.33,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2024-07-01,29,50,36.71,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2024-08-01,34,52,39.53,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2024-09-01,39,54,41.94,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2024-10-01,44,56,44.0,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2024-11-01,49,58,45.79,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2024-12-01,54,60,47.37,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2025-01-01,59,62,48.76,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2025-02-01,64,64,50.0,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2025-03-01,69,66,51.11,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2025-04-01,74,68,52.11,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2025-05-01,79,70,53.02,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2025-06-01,19,72,20.88,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2025-07-01,24,74,24.49,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2025-08-01,29,76,27.62,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2025-09-01,34,78,30.36,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2025-10-01,39,80,32.77,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2025-11-01,44,82,34.92,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2025-12-01,49,84,36.84,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2026-01-01,54,86,38.57,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2026-02-01,59,88,40.14,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2026-03-01,64,90,41.56,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2026-04-01,69,92,42.86,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2026-05-01,74,94,44.05,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2026-06-01,79,96,45.14,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2026-07-01,19,98,16.24,synthetic_derived
Healthcare Assistant,Gujarat,Vadodara,2026-08-01,24,100,19.35,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2024-01-01,67,49,57.76,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2024-02-01,72,51,58.54,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2024-03-01,77,53,59.23,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2024-04-01,82,55,59.85,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2024-05-01,22,57,27.85,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2024-06-01,27,59,31.4,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2024-07-01,32,61,34.41,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2024-08-01,37,63,37.0,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2024-09-01,42,65,39.25,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2024-10-01,47,67,41.23,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2024-11-01,52,69,42.98,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2024-12-01,57,71,44.53,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2025-01-01,62,73,45.93,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2025-02-01,67,75,47.18,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2025-03-01,72,77,48.32,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2025-04-01,77,79,49.36,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2025-05-01,82,81,50.31,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2025-06-01,22,83,20.95,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2025-07-01,27,85,24.11,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2025-08-01,32,87,26.89,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2025-09-01,37,89,29.37,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2025-10-01,42,91,31.58,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2025-11-01,47,93,33.57,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2025-12-01,52,95,35.37,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2026-01-01,57,97,37.01,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2026-02-01,62,99,38.51,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2026-03-01,67,101,39.88,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2026-04-01,72,103,41.14,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2026-05-01,77,105,42.31,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2026-06-01,82,107,43.39,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2026-07-01,22,109,16.79,synthetic_derived
Healthcare Assistant,Karnataka,Bengaluru,2026-08-01,27,111,19.57,synthetic_derived
Healthcare Assistant,Maharashtra,Nagpur,2024-01-01,70,60,53.85,synthetic_derived
Healthcare Assistant,Maharashtra,Nagpur,2024-02-01,75,62,54.74,synthetic_derived
Healthcare Assistant,Maharashtra,Nagpur,2024-03-01,80,64,55.56,synthetic_derived
Healthcare Assistant,Maharashtra,Nagpur,2024-04-01,20,66,23.26,synthetic_derived
Healthcare Assistant,Maharashtra,Nagpur,2024-05-01,25,68,26.88,synthetic_derived
Healthcare Assistant,Maharashtra,Nagpur,2024-06-01,30,70,30.0,synthetic_derived
Healthcare Assistant,Maharashtra,Nagpur,2024-07-01,35,72,32.71,synthetic_derived
Healthcare Assistant,Maharashtra,Nagpur,2024-08-01,40,74,35.09,synthetic_derived
Healthcare Assistant,Maharashtra,Nagpur,2024-09-01,45,76,37.19,synthetic_derived
Healthcare Assistant,Maharashtra,Nagpur,2024-10-01,50,78,39.06,synthetic_derived
Healthcare Assistant,Maharashtra,Nagpur,2024-11-01,55,80,40.74,synthetic_derived
Healthcare Assistant,Maharashtra,Nagpur,2024-12-01,60,82,42.25,synthetic_derived
Healthcare Assistant,Maharashtra,Nagpur,2025-01-01,65,84,43.62,synthetic_derived
Healthcare Assistant,Maharashtra,Nagpur,2025-02-01,70,86,44.87,synthetic_derived
Healthcare Assistant,Maharashtra,Nagpur,2025-03-01,75,88,46.01,synthetic_derived
Healthcare Assistant,Maharashtra,Nagpur,2025-04-01,80,90,47.06,synthetic_derived
Healthcare Assistant,Maharashtra,Nagpur,2025-05-01,20,92,17.86,synthetic_derived
Healthcare Assistant,Maharashtra,Nagpur,2025-06-01,25,94,21.01,synthetic_derived
Healthcare Assistant,Maharashtra,Nagpur,2025-07-01,30,96,23.81,synthetic_derived
Healthcare Assistant,Maharashtra,Nagpur,2025-08-01,35,98,26.32,synthetic_derived
Healthcare Assistant,Maharashtra,Nagpur,2025-09-01,40,100,28.57,synthetic_derived
Healthcare Assistant,Maharashtra,Nagpur,2025-10-01,45,102,30.61,synthetic_derived
Healthcare Assistant,Maharashtra,Nagpur,2025-11-01,50,104,32.47,synthetic_derived
Healthcare Assistant,Maharashtra,Nagpur,2025-12-01,55,106,34.16,synthetic_derived
Healthcare Assistant,Maharashtra,Nagpur,2026-01-01,60,108,35.71,synthetic_derived
