Trainee_ID,Course,Training_Provider,Training_Duration_Weeks,Attendance_Percent,Assessment_Score,Certification,Internship,Previous_Experience_Years,Target_Job_Role,Completion_Date,Training_Start_Date,Training_Performance,Data_Origin,State,District,Education_Level,Rural_Urban,Skill_Gap_Score,Missing_Skill_Count,Skill_Coverage_Percent,Snapshot_Date,Demand_Score,Skills_Text,Placement_Target
TRN-SIH26135-029234,Mobile App Development,SkillForge Institute,20,60.8,63.1,Yes,No,0.2,Software Developer,2025-08-12,2025-03-25,62.07,derived_training_snapshot,Tamil Nadu,Salem,10th,Urban,100.0,3,0.0,2025-08-01,34.78,accounting data_analysis healthcare_operations,0
TRN-SIH26135-029235,Networking,NSDC Partner Hub,8,70.0,69.8,Yes,Yes,2.0,Support Engineer,2025-08-25,2025-06-30,69.89,derived_training_snapshot,Rajasthan,Udaipur,Graduate,Urban,66.73,2,33.33,2025-08-01,56.52,data_analysis healthcare_operations linux,1
TRN-SIH26135-029236,Digital Marketing,Udaan Skills,12,83.6,66.9,Yes,No,2.2,Digital Marketing Executive,2025-09-07,2025-06-15,74.42,derived_training_snapshot,Uttar Pradesh,Agra,Graduate,Rural,76.17,2,33.33,2025-09-01,58.43,autocad communication power_bi,1
TRN-SIH26135-029237,Data Analytics,Odisha Skill Centre,6,93.7,67.0,Yes,No,0.3,Data Analyst,2025-09-20,2025-08-09,79.02,derived_training_snapshot,Gujarat,Ahmedabad,Graduate,Urban,75.0,2,33.33,2025-09-01,28.06,healthcare_operations javascript power_bi,1
TRN-SIH26135-029238,Retail Operations,NextGen Academy,12,60.5,52.5,Yes,Yes,1.3,Sales Executive,2025-10-03,2025-07-11,56.1,derived_training_snapshot,Tamil Nadu,Chennai,Postgraduate,Rural,100.0,3,0.0,2025-10-01,50.82,digital_marketing javascript python,1
TRN-SIH26135-029239,Cloud Computing,Pragati Learning Hub,16,88.4,72.3,Yes,Yes,0.9,Cloud Associate,2025-10-16,2025-06-26,79.55,derived_training_snapshot,Gujarat,Vadodara,10th,Rural,64.0,2,33.33,2025-10-01,55.65,aws sales sql,1
TRN-SIH26135-029240,Data Analytics,NextGen Academy,12,62.5,48.4,No,No,0.6,Data Analyst,2025-10-29,2025-08-06,54.75,derived_training_snapshot,West Bengal,Howrah,ITI,Urban,73.85,2,33.33,2025-10-01,35.56,data_analysis machine_learning sql,0
TRN-SIH26135-029241,Advanced Java Development,Digital India Centre,16,96.0,86.0,No,No,0.3,Software Developer,2025-11-11,2025-07-22,90.5,derived_training_snapshot,Maharashtra,Nagpur,Graduate,Urban,100.0,3,0.0,2025-11-01,35.96,javascript react sales,1
TRN-SIH26135-029242,Mobile App Development,Empower Skills Institute,24,84.7,72.4,Yes,Yes,2.2,Software Developer,2025-11-24,2025-06-09,77.94,derived_training_snapshot,Rajasthan,Udaipur,Postgraduate,Rural,71.59,2,33.33,2025-11-01,59.41,excel power_bi sql,1
TRN-SIH26135-029243,Electrical Technician,Empower Skills Institute,16,76.2,79.4,Yes,Yes,1.5,Technician,2025-12-07,2025-08-17,77.96,derived_training_snapshot,Punjab,Amritsar,Diploma,Rural,75.0,2,33.33,2025-12-01,33.33,digital_marketing excel python,0
TRN-SIH26135-029244,Mobile App Development,TechSkill Academy,20,67.4,93.3,Yes,Yes,2.0,Software Developer,2025-12-20,2025-08-02,81.65,derived_training_snapshot,Gujarat,Rajkot,Graduate,Urban,67.15,2,33.33,2025-12-01,19.53,healthcare_operations java networking,1
TRN-SIH26135-029245,Advanced Java Development,TechSkill Academy,12,76.7,57.5,Yes,No,2.5,Software Developer,2024-01-13,2023-10-21,66.14,derived_training_snapshot,Odisha,Sambalpur,Graduate,Urban,100.0,3,0.0,2024-01-01,63.74,communication digital_marketing networking,1
TRN-SIH26135-029246,Graphic Design,Udaan Skills,12,96.5,90.7,Yes,No,4.5,Graphic Designer,2024-01-26,2023-11-03,93.31,derived_training_snapshot,Bihar,Gaya,Diploma,Urban,100.0,3,0.0,2024-01-01,20.59,machine_learning sales sql,1
TRN-SIH26135-029247,Cloud Computing,Digital India Centre,6,79.0,51.5,Yes,No,2.6,Cloud Associate,2024-02-08,2023-12-28,63.88,derived_training_snapshot,Telangana,Hyderabad,Diploma,Urban,75.85,2,33.33,2024-02-01,41.18,aws digital_marketing java,0
TRN-SIH26135-029248,Retail Operations,Pragati Learning Hub,12,80.1,82.0,Yes,Yes,1.1,Sales Executive,2024-02-21,2023-11-29,81.15,derived_training_snapshot,Uttar Pradesh,Agra,Graduate,Urban,100.0,3,0.0,2024-02-01,29.25,cybersecurity networking react,1
TRN-SIH26135-029249,Cybersecurity,TechSkill Academy,12,86.1,96.7,Yes,Yes,1.4,Cybersecurity Associate,2024-03-05,2023-12-12,91.93,derived_training_snapshot,Punjab,Jalandhar,10th,Urban,50.0,2,33.33,2024-03-01,37.75,autocad cybersecurity power_bi,1
TRN-SIH26135-029250,Graphic Design,Empower Skills Institute,12,69.5,82.2,No,No,0.2,Graphic Designer,2024-03-18,2023-12-25,76.49,derived_training_snapshot,Bihar,Muzaffarpur,Graduate,Rural,75.92,2,33.33,2024-03-01,42.62,azure excel java,1
TRN-SIH26135-029251,Retail Operations,Empower Skills Institute,4,67.6,61.6,Yes,No,1.3,Sales Executive,2024-03-31,2024-03-03,64.3,derived_training_snapshot,West Bengal,Kolkata,12th,Rural,100.0,3,0.0,2024-03-01,54.61,data_analysis java python,1
TRN-SIH26135-029252,Python Programming,Pragati Learning Hub,20,70.5,85.9,No,No,4.2,Software Developer,2024-04-13,2023-11-25,78.97,derived_training_snapshot,Maharashtra,Nagpur,Graduate,Rural,100.0,3,0.0,2024-04-01,30.91,aws data_analysis networking,1
TRN-SIH26135-029253,Digital Marketing,NextGen Academy,16,76.6,72.7,Yes,No,0.4,Digital Marketing Executive,2024-04-26,2024-01-05,74.46,derived_training_snapshot,Rajasthan,Kota,ITI,Urban,100.0,3,0.0,2024-04-01,36.65,accounting autocad networking,1
TRN-SIH26135-029254,Accounting & GST,Digital India Centre,20,75.3,87.6,Yes,No,0.2,Account Executive,2024-05-09,2023-12-21,82.06,derived_training_snapshot,Kerala,Thiruvananthapuram,ITI,Urban,100.0,3,0.0,2024-05-01,31.13,azure data_analysis python,1
TRN-SIH26135-029255,Healthcare Assistant,Empower Skills Institute,16,73.9,86.5,No,No,0.1,Healthcare Assistant,2024-05-22,2024-01-31,80.83,derived_training_snapshot,Punjab,Jalandhar,10th,Urban,100.0,3,0.0,2024-05-01,51.72,accounting java machine_learning,0
TRN-SIH26135-029256,Python Programming,NextGen Academy,12,85.0,76.9,Yes,No,2.7,Software Developer,2024-06-04,2024-03-12,80.55,derived_training_snapshot,Gujarat,Vadodara,10th,Urban,100.0,3,0.0,2024-06-01,39.58,autocad communication data_analysis,1
TRN-SIH26135-029257,Cybersecurity,FutureWorks Training,4,95.0,69.7,Yes,Yes,0.3,Cybersecurity Associate,2024-06-17,2024-05-20,81.09,derived_training_snapshot,West Bengal,Howrah,ITI,Urban,100.0,3,0.0,2024-06-01,40.32,digital_marketing java machine_learning,1
TRN-SIH26135-029258,Retail Operations,Odisha Skill Centre,24,93.0,76.3,No,Yes,1.5,Sales Executive,2024-06-30,2024-01-14,83.81,derived_training_snapshot,Uttar Pradesh,Varanasi,ITI,Rural,65.0,2,33.33,2024-06-01,61.06,aws azure communication,1
TRN-SIH26135-029259,Accounting & GST,National Training Network,8,79.5,46.6,Yes,Yes,1.9,Account Executive,2024-07-13,2024-05-18,61.41,derived_training_snapshot,Uttar Pradesh,Kanpur,12th,Rural,100.0,3,0.0,2024-07-01,37.7,javascript power_bi react,0
TRN-SIH26135-029260,Cybersecurity,National Training Network,8,82.2,61.3,Yes,Yes,1.4,Cybersecurity Associate,2024-07-26,2024-05-31,70.71,derived_training_snapshot,Karnataka,Mangaluru,12th,Urban,100.0,3,0.0,2024-07-01,51.14,machine_learning power_bi sql,1
TRN-SIH26135-029261,Machine Learning,TechSkill Academy,24,76.7,68.5,Yes,Yes,2.8,Data Analyst,2024-08-08,2024-02-22,72.19,derived_training_snapshot,Rajasthan,Jaipur,Graduate,Urban,100.0,3,0.0,2024-08-01,64.89,aws data_analysis sales,1
TRN-SIH26135-029262,Retail Operations,Digital India Centre,8,99.0,94.4,Yes,No,2.7,Sales Executive,2024-08-21,2024-06-26,96.47,derived_training_snapshot,Maharashtra,Mumbai,12th,Rural,100.0,3,0.0,2024-08-01,45.86,cybersecurity data_analysis java,1
TRN-SIH26135-029263,Advanced Java Development,SkillForge Institute,12,81.1,67.5,Yes,No,1.0,Software Developer,2024-09-03,2024-06-11,73.62,derived_training_snapshot,Kerala,Thiruvananthapuram,ITI,Rural,75.31,2,33.33,2024-09-01,58.67,linux machine_learning python,0
TRN-SIH26135-029264,Retail Operations,National Training Network,4,95.7,97.6,Yes,No,1.1,Sales Executive,2024-09-16,2024-08-19,96.75,derived_training_snapshot,Odisha,Ganjam,Graduate,Rural,85.0,2,33.33,2024-09-01,32.65,autocad excel power_bi,1
TRN-SIH26135-029265,Electrical Technician,Empower Skills Institute,6,82.0,80.2,Yes,No,3.4,Technician,2024-09-29,2024-08-18,81.01,derived_training_snapshot,Punjab,Amritsar,ITI,Urban,100.0,3,0.0,2024-09-01,36.13,aws java machine_learning,1
TRN-SIH26135-029266,Cloud Computing,SkillForge Institute,6,88.3,84.3,No,No,0.2,Cloud Associate,2024-10-12,2024-08-31,86.1,derived_training_snapshot,Punjab,Jalandhar,ITI,Rural,65.0,2,33.33,2024-10-01,16.26,azure communication cybersecurity,1
TRN-SIH26135-029267,Accounting & GST,National Training Network,20,83.9,84.5,Yes,No,1.8,Account Executive,2024-10-25,2024-06-07,84.23,derived_training_snapshot,Uttar Pradesh,Noida,Diploma,Urban,50.0,2,33.33,2024-10-01,43.59,accounting javascript sql,1
TRN-SIH26135-029268,Accounting & GST,SkillForge Institute,16,80.4,68.6,Yes,No,0.7,Account Executive,2024-11-07,2024-07-18,73.91,derived_training_snapshot,Kerala,Thiruvananthapuram,10th,Urban,58.81,2,33.33,2024-11-01,42.57,accounting aws react,1
TRN-SIH26135-029269,Networking,NextGen Academy,6,76.8,86.7,Yes,No,2.8,Support Engineer,2024-11-20,2024-10-09,82.25,derived_training_snapshot,Punjab,Ludhiana,Graduate,Rural,100.0,3,0.0,2024-11-01,42.7,accounting data_analysis sales,1
TRN-SIH26135-029270,Machine Learning,NSDC Partner Hub,20,76.1,88.7,Yes,Yes,2.0,Data Analyst,2024-12-03,2024-07-16,83.03,derived_training_snapshot,West Bengal,Siliguri,10th,Rural,100.0,3,0.0,2024-12-01,44.09,excel machine_learning sales,1
TRN-SIH26135-029271,Mobile App Development,Udaan Skills,8,78.6,75.3,Yes,No,1.1,Software Developer,2024-12-16,2024-10-21,76.78,derived_training_snapshot,Gujarat,Vadodara,Graduate,Urban,100.0,3,0.0,2024-12-01,49.28,accounting linux machine_learning,1
TRN-SIH26135-029272,Accounting & GST,Udaan Skills,12,80.2,61.0,Yes,No,3.9,Account Executive,2024-12-29,2024-10-06,69.64,derived_training_snapshot,Rajasthan,Jodhpur,ITI,Urban,100.0,3,0.0,2024-12-01,36.49,data_analysis power_bi sales,1
TRN-SIH26135-029273,Machine Learning,Pragati Learning Hub,12,100.0,100.0,Yes,No,1.7,Data Analyst,2025-01-11,2024-10-19,100.0,derived_training_snapshot,Bihar,Muzaffarpur,10th,Rural,100.0,3,0.0,2025-01-01,57.94,healthcare_operations machine_learning react,1
TRN-SIH26135-029274,Advanced Java Development,NSDC Partner Hub,12,52.0,51.4,No,Yes,3.4,Software Developer,2025-01-24,2024-11-01,51.67,derived_training_snapshot,Uttar Pradesh,Lucknow,Graduate,Rural,83.46,2,33.33,2025-01-01,29.23,digital_marketing networking sql,0
TRN-SIH26135-029275,Electrical Technician,Odisha Skill Centre,8,78.5,78.1,Yes,Yes,1.1,Technician,2025-02-06,2024-12-12,78.28,derived_training_snapshot,Rajasthan,Kota,12th,Rural,100.0,3,0.0,2025-02-01,25.3,healthcare_operations power_bi sales,1
TRN-SIH26135-029276,Digital Marketing,Digital India Centre,8,77.5,68.4,Yes,No,2.6,Digital Marketing Executive,2025-02-19,2024-12-25,72.5,derived_training_snapshot,Gujarat,Ahmedabad,Diploma,Urban,70.0,2,33.33,2025-02-01,45.51,autocad communication react,1
TRN-SIH26135-029277,Cloud Computing,Pragati Learning Hub,24,59.1,50.3,Yes,Yes,1.2,Cloud Associate,2025-03-04,2024-09-17,54.26,derived_training_snapshot,West Bengal,Howrah,12th,Urban,83.48,2,33.33,2025-03-01,58.54,azure digital_marketing power_bi,0
TRN-SIH26135-029278,Healthcare Assistant,SkillForge Institute,6,83.8,62.3,Yes,No,2.1,Healthcare Assistant,2025-03-17,2025-02-03,71.97,derived_training_snapshot,Telangana,Warangal,Graduate,Rural,100.0,3,0.0,2025-03-01,27.03,aws azure cybersecurity,1
TRN-SIH26135-029279,Mobile App Development,NSDC Partner Hub,12,68.1,70.8,No,Yes,2.1,Software Developer,2025-03-30,2025-01-05,69.59,derived_training_snapshot,Karnataka,Mysuru,12th,Rural,100.0,3,0.0,2025-03-01,35.62,linux machine_learning power_bi,0
TRN-SIH26135-029280,Machine Learning,SkillForge Institute,16,78.1,82.7,Yes,No,0.1,Data Analyst,2025-04-12,2024-12-21,80.63,derived_training_snapshot,Punjab,Amritsar,Graduate,Urban,100.0,3,0.0,2025-04-01,34.52,data_analysis healthcare_operations machine_learning,1
TRN-SIH26135-029281,Machine Learning,Pragati Learning Hub,16,76.0,87.4,Yes,Yes,1.8,Data Analyst,2025-04-25,2025-01-03,82.27,derived_training_snapshot,Punjab,Jalandhar,Diploma,Rural,66.49,2,33.33,2025-04-01,64.65,communication machine_learning python,1
TRN-SIH26135-029282,Cybersecurity,Digital India Centre,8,76.4,61.4,Yes,Yes,0.4,Cybersecurity Associate,2025-05-08,2025-03-13,68.15,derived_training_snapshot,Rajasthan,Kota,12th,Urban,45.31,1,66.67,2025-05-01,61.64,cybersecurity data_analysis networking,1
TRN-SIH26135-029283,Cloud Computing,SkillForge Institute,20,71.4,45.2,Yes,No,0.9,Cloud Associate,2025-05-21,2025-01-01,56.99,derived_training_snapshot,West Bengal,Siliguri,ITI,Rural,100.0,3,0.0,2025-05-01,48.55,accounting communication javascript,0
TRN-SIH26135-029284,Electrical Technician,NSDC Partner Hub,12,80.9,63.5,Yes,Yes,2.7,Technician,2025-06-03,2025-03-11,71.33,derived_training_snapshot,Uttar Pradesh,Lucknow,ITI,Urban,100.0,3,0.0,2025-06-01,40.74,azure digital_marketing power_bi,1
TRN-SIH26135-029285,Digital Marketing,TechSkill Academy,6,67.8,72.0,No,Yes,0.8,Digital Marketing Executive,2025-06-16,2025-05-05,70.11,derived_training_snapshot,Karnataka,Hubballi,12th,Urban,100.0,3,0.0,2025-06-01,40.11,javascript python sales,1
TRN-SIH26135-029286,Cloud Computing,NSDC Partner Hub,8,65.4,55.7,Yes,No,11.0,Cloud Associate,2025-06-29,2025-05-04,60.07,derived_training_snapshot,Rajasthan,Jodhpur,12th,Rural,75.1,2,33.33,2025-06-01,18.98,aws cybersecurity java,1
TRN-SIH26135-029287,Healthcare Assistant,NSDC Partner Hub,12,78.4,85.7,No,No,1.6,Healthcare Assistant,2025-07-12,2025-04-19,82.42,derived_training_snapshot,Karnataka,Mangaluru,Graduate,Urban,80.0,2,33.33,2025-07-01,43.87,digital_marketing excel python,1
TRN-SIH26135-029288,Networking,Odisha Skill Centre,6,87.4,71.5,Yes,No,6.2,Support Engineer,2025-07-25,2025-06-13,78.66,derived_training_snapshot,Uttar Pradesh,Agra,10th,Urban,35.0,1,66.67,2025-07-01,57.04,communication networking python,1
TRN-SIH26135-029289,Electrical Technician,SkillForge Institute,6,91.2,62.1,Yes,Yes,0.7,Technician,2025-08-07,2025-06-26,75.19,derived_training_snapshot,Maharashtra,Nagpur,10th,Rural,80.42,2,33.33,2025-08-01,69.23,communication data_analysis excel,0
TRN-SIH26135-029290,Accounting & GST,SkillForge Institute,16,78.8,65.3,No,Yes,0.4,Account Executive,2025-08-20,2025-04-30,71.38,derived_training_snapshot,West Bengal,Kolkata,12th,Urban,74.93,2,33.33,2025-08-01,43.24,excel networking sales,1
TRN-SIH26135-029291,Advanced Java Development,Pragati Learning Hub,8,88.6,53.5,Yes,Yes,2.2,Software Developer,2025-09-02,2025-07-08,69.3,derived_training_snapshot,Maharashtra,Mumbai,Graduate,Urban,66.63,2,33.33,2025-09-01,39.77,data_analysis networking python,1
TRN-SIH26135-029292,Python Programming,NSDC Partner Hub,16,79.9,92.0,Yes,Yes,1.6,Software Developer,2025-09-15,2025-05-26,86.56,derived_training_snapshot,Bihar,Muzaffarpur,Graduate,Urban,71.07,2,33.33,2025-09-01,45.57,aws linux python,1
TRN-SIH26135-029293,Machine Learning,NextGen Academy,12,100.0,100.0,Yes,No,3.2,Data Analyst,2025-09-28,2025-07-06,100.0,derived_training_snapshot,Odisha,Sundargarh,ITI,Rural,60.0,2,33.33,2025-09-01,40.48,autocad javascript sql,1
TRN-SIH26135-029294,Networking,Udaan Skills,4,92.8,82.7,Yes,No,2.9,Support Engineer,2025-10-11,2025-09-13,87.25,derived_training_snapshot,Telangana,Warangal,ITI,Rural,63.1,2,33.33,2025-10-01,39.74,digital_marketing networking react,1
TRN-SIH26135-029295,Data Analytics,Pragati Learning Hub,8,70.6,73.6,No,No,2.2,Data Analyst,2025-10-24,2025-08-29,72.25,derived_training_snapshot,Tamil Nadu,Coimbatore,ITI,Rural,71.44,2,33.33,2025-10-01,46.75,data_analysis machine_learning python,1
TRN-SIH26135-029296,Cloud Computing,NSDC Partner Hub,6,69.7,51.1,No,Yes,1.2,Cloud Associate,2025-11-06,2025-09-25,59.47,derived_training_snapshot,Punjab,Jalandhar,10th,Urban,100.0,3,0.0,2025-11-01,33.9,communication cybersecurity excel,1
TRN-SIH26135-029297,Advanced Java Development,National Training Network,8,71.9,78.6,Yes,No,1.5,Software Developer,2025-11-19,2025-09-24,75.59,derived_training_snapshot,Tamil Nadu,Madurai,ITI,Rural,100.0,3,0.0,2025-11-01,51.38,aws digital_marketing machine_learning,1
TRN-SIH26135-029298,Healthcare Assistant,FutureWorks Training,12,90.5,82.7,No,No,2.7,Healthcare Assistant,2025-12-02,2025-09-09,86.21,derived_training_snapshot,Punjab,Jalandhar,Graduate,Urban,30.0,1,66.67,2025-12-01,47.62,excel healthcare_operations python,1
TRN-SIH26135-029299,Python Programming,Odisha Skill Centre,16,99.6,81.1,Yes,No,0.7,Software Developer,2025-12-15,2025-08-25,89.43,derived_training_snapshot,Bihar,Muzaffarpur,12th,Urban,65.0,2,33.33,2025-12-01,19.3,azure java sales,1
TRN-SIH26135-029300,Python Programming,SkillForge Institute,6,84.8,58.5,Yes,Yes,0.8,Software Developer,2024-01-08,2023-11-27,70.34,derived_training_snapshot,Rajasthan,Kota,12th,Rural,100.0,3,0.0,2024-01-01,73.47,accounting cybersecurity react,1
TRN-SIH26135-029301,Healthcare Assistant,Digital India Centre,6,99.7,78.0,Yes,No,1.3,Healthcare Assistant,2024-01-21,2023-12-10,87.77,derived_training_snapshot,Tamil Nadu,Salem,12th,Urban,100.0,3,0.0,2024-01-01,69.32,autocad linux react,1
TRN-SIH26135-029302,Data Analytics,TechSkill Academy,6,86.1,81.9,No,Yes,3.4,Data Analyst,2024-02-03,2023-12-23,83.79,derived_training_snapshot,Rajasthan,Udaipur,12th,Urban,100.0,3,0.0,2024-02-01,43.86,autocad communication digital_marketing,1
TRN-SIH26135-029303,Networking,Udaan Skills,6,88.3,87.9,No,No,2.2,Support Engineer,2024-02-16,2024-01-05,88.08,derived_training_snapshot,Uttar Pradesh,Noida,Diploma,Rural,35.7,1,66.67,2024-02-01,49.06,accounting communication networking,1
TRN-SIH26135-029304,Cybersecurity,FutureWorks Training,12,88.7,87.0,Yes,Yes,0.9,Cybersecurity Associate,2024-02-29,2023-12-07,87.77,derived_training_snapshot,West Bengal,Howrah,Graduate,Urban,100.0,3,0.0,2024-02-01,34.81,accounting communication sales,1
TRN-SIH26135-029305,Python Programming,SkillForge Institute,16,100.0,85.8,Yes,No,1.5,Software Developer,2024-03-13,2023-11-22,92.19,derived_training_snapshot,Kerala,Kochi,Diploma,Rural,100.0,3,0.0,2024-03-01,64.44,azure machine_learning networking,1
TRN-SIH26135-029306,Graphic Design,FutureWorks Training,24,52.2,44.7,Yes,Yes,2.5,Graphic Designer,2024-03-26,2023-10-10,48.08,derived_training_snapshot,Karnataka,Hubballi,ITI,Rural,100.0,3,0.0,2024-03-01,45.28,aws data_analysis sql,1
TRN-SIH26135-029307,Python Programming,Udaan Skills,8,72.8,70.0,Yes,No,2.8,Software Developer,2024-04-08,2024-02-12,71.26,derived_training_snapshot,Punjab,Amritsar,Graduate,Urban,65.0,2,33.33,2024-04-01,55.2,data_analysis python react,1
TRN-SIH26135-029308,Networking,TechSkill Academy,12,100.0,86.6,No,Yes,2.1,Support Engineer,2024-04-21,2024-01-28,92.63,derived_training_snapshot,Rajasthan,Jaipur,Diploma,Urban,100.0,3,0.0,2024-04-01,24.66,cybersecurity data_analysis excel,1
TRN-SIH26135-029309,Electrical Technician,SkillForge Institute,4,87.8,71.6,Yes,No,0.2,Technician,2024-05-04,2024-04-06,78.89,derived_training_snapshot,Punjab,Jalandhar,10th,Rural,100.0,3,0.0,2024-05-01,54.72,cybersecurity digital_marketing sql,1
TRN-SIH26135-029310,Web Development,TechSkill Academy,6,74.9,63.6,Yes,No,0.8,Web Developer,2024-05-17,2024-04-05,68.69,derived_training_snapshot,Odisha,Ganjam,ITI,Urban,100.0,3,0.0,2024-05-01,33.9,accounting cybersecurity networking,1
TRN-SIH26135-029311,Web Development,Pragati Learning Hub,6,85.3,100.0,Yes,No,3.2,Web Developer,2024-05-30,2024-04-18,93.39,derived_training_snapshot,Odisha,Cuttack,12th,Rural,100.0,3,0.0,2024-05-01,32.58,data_analysis excel power_bi,0
TRN-SIH26135-029312,Retail Operations,Udaan Skills,4,99.7,83.1,Yes,Yes,2.5,Sales Executive,2024-06-12,2024-05-15,90.57,derived_training_snapshot,West Bengal,Howrah,ITI,Rural,58.5,2,33.33,2024-06-01,49.45,healthcare_operations power_bi sales,1
TRN-SIH26135-029313,Electrical Technician,Digital India Centre,24,68.7,82.0,Yes,Yes,0.4,Technician,2024-06-25,2024-01-09,76.02,derived_training_snapshot,Punjab,Amritsar,Graduate,Urban,100.0,3,0.0,2024-06-01,28.57,javascript linux sql,1
TRN-SIH26135-029314,Cybersecurity,Digital India Centre,8,79.9,43.0,Yes,No,2.0,Cybersecurity Associate,2024-07-08,2024-05-13,59.61,derived_training_snapshot,Bihar,Muzaffarpur,12th,Urban,100.0,3,0.0,2024-07-01,47.17,accounting autocad machine_learning,1
TRN-SIH26135-029315,Digital Marketing,FutureWorks Training,12,78.3,84.8,Yes,No,2.8,Digital Marketing Executive,2024-07-21,2024-04-28,81.88,derived_training_snapshot,Bihar,Patna,Graduate,Urban,100.0,3,0.0,2024-07-01,44.16,azure java networking,1
TRN-SIH26135-029316,Cybersecurity,NextGen Academy,24,84.2,81.7,No,No,1.7,Cybersecurity Associate,2024-08-03,2024-02-17,82.83,derived_training_snapshot,Telangana,Nizamabad,10th,Urban,100.0,3,0.0,2024-08-01,38.24,digital_marketing machine_learning sql,1
TRN-SIH26135-029317,Machine Learning,NextGen Academy,24,76.7,73.6,Yes,Yes,0.8,Data Analyst,2024-08-16,2024-03-01,75.0,derived_training_snapshot,Telangana,Hyderabad,Diploma,Urban,100.0,3,0.0,2024-08-01,23.33,excel machine_learning sales,1
TRN-SIH26135-029318,Graphic Design,Empower Skills Institute,20,83.3,53.8,Yes,No,1.9,Graphic Designer,2024-08-29,2024-04-11,67.08,derived_training_snapshot,Tamil Nadu,Salem,Diploma,Urban,100.0,3,0.0,2024-08-01,40.0,azure javascript python,1
TRN-SIH26135-029319,Accounting & GST,Digital India Centre,8,89.9,74.0,Yes,Yes,0.3,Account Executive,2024-09-11,2024-07-17,81.16,derived_training_snapshot,Kerala,Kochi,Graduate,Urban,70.0,2,33.33,2024-09-01,25.4,data_analysis excel machine_learning,1
TRN-SIH26135-029320,Advanced Java Development,Odisha Skill Centre,20,66.1,51.7,No,Yes,2.5,Software Developer,2024-09-24,2024-05-07,58.18,derived_training_snapshot,Telangana,Hyderabad,Diploma,Urban,100.0,3,0.0,2024-09-01,70.1,autocad communication linux,1
TRN-SIH26135-029321,Accounting & GST,Empower Skills Institute,16,97.1,67.3,Yes,No,1.0,Account Executive,2024-10-07,2024-06-17,80.71,derived_training_snapshot,Gujarat,Surat,12th,Urban,100.0,3,0.0,2024-10-01,49.49,data_analysis networking sales,1
TRN-SIH26135-029322,Advanced Java Development,SkillForge Institute,16,77.3,94.8,Yes,Yes,5.7,Software Developer,2024-10-20,2024-06-30,86.92,derived_training_snapshot,Rajasthan,Kota,12th,Urban,73.04,2,33.33,2024-10-01,54.17,accounting data_analysis sql,1
TRN-SIH26135-029323,Accounting & GST,National Training Network,12,57.8,64.3,No,Yes,0.9,Account Executive,2024-11-02,2024-08-10,61.38,derived_training_snapshot,Tamil Nadu,Coimbatore,12th,Urban,100.0,3,0.0,2024-11-01,21.01,data_analysis networking react,1
TRN-SIH26135-029324,Graphic Design,Empower Skills Institute,12,68.6,82.7,No,No,2.2,Graphic Designer,2024-11-15,2024-08-23,76.36,derived_training_snapshot,Karnataka,Hubballi,12th,Rural,100.0,3,0.0,2024-11-01,31.33,accounting autocad networking,1
TRN-SIH26135-029325,Healthcare Assistant,SkillForge Institute,20,80.9,69.9,No,No,0.1,Healthcare Assistant,2024-11-28,2024-07-11,74.85,derived_training_snapshot,Rajasthan,Jodhpur,Graduate,Urban,100.0,3,0.0,2024-11-01,44.83,data_analysis machine_learning power_bi,1
TRN-SIH26135-029326,Graphic Design,Pragati Learning Hub,8,89.2,69.4,No,No,0.6,Graphic Designer,2024-12-11,2024-10-16,78.31,derived_training_snapshot,Kerala,Thiruvananthapuram,Postgraduate,Urban,100.0,3,0.0,2024-12-01,25.33,aws java javascript,1
TRN-SIH26135-029327,Healthcare Assistant,Udaan Skills,20,95.8,82.8,Yes,No,0.7,Healthcare Assistant,2024-12-24,2024-08-06,88.65,derived_training_snapshot,Maharashtra,Nagpur,Diploma,Urban,100.0,3,0.0,2024-12-01,42.25,cybersecurity javascript machine_learning,1
TRN-SIH26135-029328,Cybersecurity,NSDC Partner Hub,12,88.4,86.6,No,Yes,0.7,Cybersecurity Associate,2025-01-06,2024-10-14,87.41,derived_training_snapshot,Gujarat,Ahmedabad,12th,Rural,100.0,3,0.0,2025-01-01,41.91,digital_marketing power_bi python,1
TRN-SIH26135-029329,Cloud Computing,NSDC Partner Hub,6,74.4,78.9,No,Yes,0.0,Cloud Associate,2025-01-19,2024-12-08,76.88,derived_training_snapshot,West Bengal,Kolkata,Postgraduate,Urban,100.0,3,0.0,2025-01-01,27.03,communication python sales,1
TRN-SIH26135-029330,Digital Marketing,Udaan Skills,12,83.4,75.9,Yes,Yes,2.6,Digital Marketing Executive,2025-02-01,2024-11-09,79.28,derived_training_snapshot,Odisha,Cuttack,ITI,Rural,80.46,2,33.33,2025-02-01,35.14,excel python sales,1
TRN-SIH26135-029331,Web Development,Digital India Centre,4,79.4,63.5,Yes,Yes,1.3,Web Developer,2025-02-14,2025-01-17,70.66,derived_training_snapshot,Rajasthan,Kota,Graduate,Rural,80.58,2,33.33,2025-02-01,29.47,azure excel sql,1
TRN-SIH26135-029332,Web Development,FutureWorks Training,6,84.4,85.2,Yes,No,3.4,Web Developer,2025-02-27,2025-01-16,84.84,derived_training_snapshot,Karnataka,Bengaluru,Diploma,Urban,75.0,2,33.33,2025-02-01,27.01,data_analysis java sql,1
