Employment_ID,Trainee_ID,Actual_Job_Role,Industry,Employment_Type,Start_Date,End_Date,Termination_Observed,Data_Origin
EMP-024094,TRN-SIH26135-027979,Account Executive,Logistics,Full-time,2024-05-21,,False,synthetic_derived
EMP-024095,TRN-SIH26135-027981,Software Developer,Healthcare,Full-time,2024-06-17,2024-08-10,True,synthetic_derived
EMP-024096,TRN-SIH26135-027983,Cybersecurity Associate,Banking & Finance,Apprenticeship,2024-07-14,,False,synthetic_derived
EMP-024097,TRN-SIH26135-027984,Support Engineer,IT Services,Part-time,2024-07-28,,False,synthetic_derived
EMP-024098,TRN-SIH26135-027985,Cybersecurity Associate,IT Services,Apprenticeship,2024-08-11,,False,synthetic_derived
EMP-024099,TRN-SIH26135-027986,Cloud Associate,Retail,Self-employed,2024-08-25,,False,synthetic_derived
EMP-024100,TRN-SIH26135-027989,Graphic Designer,Telecom,Part-time,2024-10-04,,False,synthetic_derived
EMP-024101,TRN-SIH26135-027990,Digital Marketing Executive,IT Services,Full-time,2024-10-18,,False,synthetic_derived
EMP-024102,TRN-SIH26135-027992,Support Engineer,Healthcare,Self-employed,2024-11-14,2025-01-14,True,synthetic_derived
EMP-024103,TRN-SIH26135-027993,Sales Executive,Telecom,Full-time,2024-11-28,,False,synthetic_derived
EMP-024104,TRN-SIH26135-027994,Technician,Retail,Full-time,2024-12-12,2025-02-13,True,synthetic_derived
EMP-024105,TRN-SIH26135-027995,Technician,Healthcare,Full-time,2024-12-26,,False,synthetic_derived
EMP-024106,TRN-SIH26135-027996,Sales Executive,Retail,Full-time,2025-01-09,2025-03-15,True,synthetic_derived
EMP-024107,TRN-SIH26135-027998,Graphic Designer,Government Services,Full-time,2025-02-05,,False,synthetic_derived
EMP-024108,TRN-SIH26135-027999,Cloud Associate,E-commerce,Part-time,2025-02-19,,False,synthetic_derived
EMP-024109,TRN-SIH26135-028000,Web Developer,Telecom,Contract,2025-03-05,,False,synthetic_derived
EMP-024110,TRN-SIH26135-028001,Support Engineer,Manufacturing,Self-employed,2025-03-19,,False,synthetic_derived
EMP-024111,TRN-SIH26135-028002,Support Engineer,Banking & Finance,Contract,2025-04-02,,False,synthetic_derived
EMP-024112,TRN-SIH26135-028003,Sales Executive,E-commerce,Full-time,2025-04-16,2025-06-26,True,synthetic_derived
EMP-024113,TRN-SIH26135-028004,Cybersecurity Associate,Education,Full-time,2025-04-30,,False,synthetic_derived
EMP-024114,TRN-SIH26135-028005,Support Engineer,Banking & Finance,Contract,2025-05-14,2025-07-26,True,synthetic_derived
EMP-024115,TRN-SIH26135-028008,Graphic Designer,Telecom,Apprenticeship,2025-06-23,,False,synthetic_derived
EMP-024116,TRN-SIH26135-028010,Digital Marketing Executive,Manufacturing,Contract,2025-07-20,,False,synthetic_derived
EMP-024117,TRN-SIH26135-028012,Healthcare Assistant,Healthcare,Full-time,2025-08-16,,False,synthetic_derived
EMP-024118,TRN-SIH26135-028013,Sales Executive,Logistics,Contract,2025-08-30,,False,synthetic_derived
EMP-024119,TRN-SIH26135-028014,Digital Marketing Executive,Banking & Finance,Full-time,2025-09-13,,False,synthetic_derived
EMP-024120,TRN-SIH26135-028015,Data Analyst,Manufacturing,Full-time,2025-09-27,,False,synthetic_derived
EMP-024121,TRN-SIH26135-028016,Web Developer,E-commerce,Full-time,2025-10-11,,False,synthetic_derived
EMP-024122,TRN-SIH26135-028017,Support Engineer,IT Services,Full-time,2025-10-25,,False,synthetic_derived
EMP-024123,TRN-SIH26135-028018,Software Developer,Banking & Finance,Full-time,2025-11-08,,False,synthetic_derived
EMP-024124,TRN-SIH26135-028020,Digital Marketing Executive,IT Services,Part-time,2025-12-05,,False,synthetic_derived
EMP-024125,TRN-SIH26135-028021,Technician,Healthcare,Contract,2025-12-19,2026-03-13,True,synthetic_derived
EMP-024126,TRN-SIH26135-028022,Digital Marketing Executive,Education,Full-time,2026-01-02,,False,synthetic_derived
EMP-024127,TRN-SIH26135-028023,Cybersecurity Associate,Banking & Finance,Apprenticeship,2026-01-16,,False,synthetic_derived
EMP-024128,TRN-SIH26135-028024,Healthcare Assistant,Telecom,Full-time,2026-01-30,,False,synthetic_derived
EMP-024129,TRN-SIH26135-028026,Software Developer,Logistics,Full-time,2024-03-08,2024-06-04,True,synthetic_derived
EMP-024130,TRN-SIH26135-028027,Data Analyst,Manufacturing,Part-time,2024-03-22,,False,synthetic_derived
EMP-024131,TRN-SIH26135-028028,Cybersecurity Associate,Education,Full-time,2024-04-05,,False,synthetic_derived
EMP-024132,TRN-SIH26135-028029,Digital Marketing Executive,Manufacturing,Full-time,2024-04-19,,False,synthetic_derived
EMP-024133,TRN-SIH26135-028030,Cloud Associate,Telecom,Self-employed,2024-05-03,,False,synthetic_derived
EMP-024134,TRN-SIH26135-028031,Graphic Designer,IT Services,Part-time,2024-05-17,,False,synthetic_derived
EMP-024135,TRN-SIH26135-028032,Graphic Designer,Logistics,Full-time,2024-05-31,,False,synthetic_derived
EMP-024136,TRN-SIH26135-028033,Support Engineer,Banking & Finance,Contract,2024-06-14,,False,synthetic_derived
EMP-024137,TRN-SIH26135-028034,Graphic Designer,Healthcare,Part-time,2024-06-28,,False,synthetic_derived
EMP-024138,TRN-SIH26135-028035,Software Developer,IT Services,Part-time,2024-07-12,,False,synthetic_derived
EMP-024139,TRN-SIH26135-028036,Data Analyst,IT Services,Full-time,2024-07-26,,False,synthetic_derived
EMP-024140,TRN-SIH26135-028038,Sales Executive,Education,Apprenticeship,2024-08-22,,False,synthetic_derived
EMP-024141,TRN-SIH26135-028039,Data Analyst,Logistics,Full-time,2024-09-05,,False,synthetic_derived
EMP-024142,TRN-SIH26135-028040,Sales Executive,IT Services,Full-time,2024-09-19,,False,synthetic_derived
EMP-024143,TRN-SIH26135-028041,Technician,Government Services,Full-time,2024-10-03,,False,synthetic_derived
EMP-024144,TRN-SIH26135-028042,Healthcare Assistant,Logistics,Full-time,2024-10-17,,False,synthetic_derived
EMP-024145,TRN-SIH26135-028043,Cybersecurity Associate,Education,Apprenticeship,2024-10-31,2025-02-12,True,synthetic_derived
EMP-024146,TRN-SIH26135-028044,Cloud Associate,IT Services,Full-time,2024-11-14,,False,synthetic_derived
EMP-024147,TRN-SIH26135-028045,Support Engineer,Healthcare,Full-time,2024-11-28,,False,synthetic_derived
EMP-024148,TRN-SIH26135-028046,Graphic Designer,Government Services,Apprenticeship,2024-12-12,2025-03-29,True,synthetic_derived
EMP-024149,TRN-SIH26135-028047,Web Developer,Banking & Finance,Self-employed,2024-12-26,,False,synthetic_derived
EMP-024150,TRN-SIH26135-028048,Sales Executive,Retail,Full-time,2025-01-09,,False,synthetic_derived
EMP-024151,TRN-SIH26135-028049,Software Developer,E-commerce,Self-employed,2024-11-14,,False,synthetic_derived
EMP-024152,TRN-SIH26135-028050,Digital Marketing Executive,Government Services,Part-time,2024-11-28,,False,synthetic_derived
EMP-024153,TRN-SIH26135-028051,Sales Executive,Banking & Finance,Apprenticeship,2024-12-12,,False,synthetic_derived
EMP-024154,TRN-SIH26135-028052,Technician,E-commerce,Apprenticeship,2024-12-26,,False,synthetic_derived
EMP-024155,TRN-SIH26135-028054,Digital Marketing Executive,Education,Full-time,2025-01-22,,False,synthetic_derived
EMP-024156,TRN-SIH26135-028055,Data Analyst,Education,Part-time,2025-02-05,,False,synthetic_derived
EMP-024157,TRN-SIH26135-028056,Digital Marketing Executive,Education,Apprenticeship,2025-02-19,,False,synthetic_derived
EMP-024158,TRN-SIH26135-028057,Healthcare Assistant,Manufacturing,Self-employed,2025-03-05,,False,synthetic_derived
EMP-024159,TRN-SIH26135-028058,Digital Marketing Executive,Manufacturing,Full-time,2025-03-19,,False,synthetic_derived
EMP-024160,TRN-SIH26135-028059,Software Developer,Education,Apprenticeship,2025-04-02,,False,synthetic_derived
EMP-024161,TRN-SIH26135-028060,Graphic Designer,Government Services,Full-time,2025-04-16,,False,synthetic_derived
EMP-024162,TRN-SIH26135-028062,Sales Executive,Logistics,Contract,2025-05-13,,False,synthetic_derived
EMP-024163,TRN-SIH26135-028063,Web Developer,Banking & Finance,Full-time,2025-05-27,,False,synthetic_derived
EMP-024164,TRN-SIH26135-028064,Graphic Designer,IT Services,Full-time,2025-06-10,2025-10-11,True,synthetic_derived
EMP-024165,TRN-SIH26135-028066,Digital Marketing Executive,Government Services,Full-time,2025-07-07,,False,synthetic_derived
EMP-024166,TRN-SIH26135-028068,Cybersecurity Associate,E-commerce,Full-time,2025-08-03,,False,synthetic_derived
EMP-024167,TRN-SIH26135-028069,Sales Executive,E-commerce,Full-time,2025-08-17,,False,synthetic_derived
EMP-024168,TRN-SIH26135-028071,Account Executive,IT Services,Full-time,2025-09-13,,False,synthetic_derived
EMP-024169,TRN-SIH26135-028073,Web Developer,Retail,Apprenticeship,2025-10-10,,False,synthetic_derived
EMP-024170,TRN-SIH26135-028074,Graphic Designer,Education,Part-time,2025-10-24,,False,synthetic_derived
EMP-024171,TRN-SIH26135-028075,Sales Executive,Banking & Finance,Full-time,2025-11-07,,False,synthetic_derived
EMP-024172,TRN-SIH26135-028077,Data Analyst,E-commerce,Apprenticeship,2025-12-04,,False,synthetic_derived
EMP-024173,TRN-SIH26135-028078,Healthcare Assistant,Retail,Contract,2025-12-18,,False,synthetic_derived
EMP-024174,TRN-SIH26135-028080,Digital Marketing Executive,Telecom,Contract,2026-01-14,,False,synthetic_derived
EMP-024175,TRN-SIH26135-028081,Account Executive,Education,Apprenticeship,2024-02-08,2024-06-21,True,synthetic_derived
EMP-024176,TRN-SIH26135-028082,Software Developer,Manufacturing,Full-time,2024-02-22,,False,synthetic_derived
EMP-024177,TRN-SIH26135-028083,Digital Marketing Executive,Logistics,Full-time,2024-03-07,,False,synthetic_derived
EMP-024178,TRN-SIH26135-028085,Cybersecurity Associate,Education,Full-time,2024-04-03,,False,synthetic_derived
EMP-024179,TRN-SIH26135-028086,Data Analyst,Logistics,Contract,2024-04-17,,False,synthetic_derived
EMP-024180,TRN-SIH26135-028087,Cybersecurity Associate,Education,Apprenticeship,2024-05-01,,False,synthetic_derived
EMP-024181,TRN-SIH26135-028089,Cybersecurity Associate,Healthcare,Full-time,2024-05-28,,False,synthetic_derived
EMP-024182,TRN-SIH26135-028090,Cybersecurity Associate,Retail,Contract,2024-06-11,,False,synthetic_derived
EMP-024183,TRN-SIH26135-028092,Graphic Designer,Healthcare,Self-employed,2024-07-08,,False,synthetic_derived
EMP-024184,TRN-SIH26135-028093,Support Engineer,E-commerce,Self-employed,2024-07-22,,False,synthetic_derived
EMP-024185,TRN-SIH26135-028094,Cloud Associate,Banking & Finance,Full-time,2024-08-05,,False,synthetic_derived
EMP-024186,TRN-SIH26135-028096,Support Engineer,IT Services,Full-time,2024-09-01,2025-01-24,True,synthetic_derived
EMP-024187,TRN-SIH26135-028097,Support Engineer,Banking & Finance,Apprenticeship,2024-09-15,,False,synthetic_derived
EMP-024188,TRN-SIH26135-028098,Sales Executive,IT Services,Apprenticeship,2024-09-29,,False,synthetic_derived
EMP-024189,TRN-SIH26135-028099,Cybersecurity Associate,E-commerce,Apprenticeship,2024-10-13,,False,synthetic_derived
EMP-024190,TRN-SIH26135-028100,Account Executive,IT Services,Contract,2024-10-27,,False,synthetic_derived
EMP-024191,TRN-SIH26135-028101,Software Developer,IT Services,Full-time,2024-11-10,,False,synthetic_derived
EMP-024192,TRN-SIH26135-028102,Support Engineer,E-commerce,Full-time,2024-11-24,,False,synthetic_derived
EMP-024193,TRN-SIH26135-028103,Digital Marketing Executive,Telecom,Part-time,2024-12-08,,False,synthetic_derived
EMP-024194,TRN-SIH26135-028104,Healthcare Assistant,Banking & Finance,Full-time,2024-12-22,,False,synthetic_derived
EMP-024195,TRN-SIH26135-028105,Cybersecurity Associate,Government Services,Full-time,2025-01-05,,False,synthetic_derived
EMP-024196,TRN-SIH26135-028106,Cybersecurity Associate,E-commerce,Apprenticeship,2025-01-19,,False,synthetic_derived
EMP-024197,TRN-SIH26135-028107,Support Engineer,Logistics,Apprenticeship,2025-02-02,,False,synthetic_derived
EMP-024198,TRN-SIH26135-028108,Account Executive,Manufacturing,Full-time,2025-02-16,,False,synthetic_derived
EMP-024199,TRN-SIH26135-028109,Cloud Associate,Telecom,Full-time,2025-03-02,2025-08-07,True,synthetic_derived
EMP-024200,TRN-SIH26135-028110,Cybersecurity Associate,Banking & Finance,Part-time,2025-03-16,,False,synthetic_derived
EMP-024201,TRN-SIH26135-028111,Cloud Associate,Telecom,Full-time,2025-03-30,2025-09-06,True,synthetic_derived
EMP-024202,TRN-SIH26135-028112,Web Developer,E-commerce,Part-time,2025-04-13,,False,synthetic_derived
EMP-024203,TRN-SIH26135-028113,Account Executive,Retail,Full-time,2025-04-27,,False,synthetic_derived
EMP-024204,TRN-SIH26135-028114,Account Executive,E-commerce,Self-employed,2025-05-11,,False,synthetic_derived
EMP-024205,TRN-SIH26135-028115,Web Developer,Telecom,Contract,2025-05-25,,False,synthetic_derived
EMP-024206,TRN-SIH26135-028116,Technician,Manufacturing,Full-time,2025-06-08,,False,synthetic_derived
EMP-024207,TRN-SIH26135-028117,Cloud Associate,Retail,Contract,2025-06-22,,False,synthetic_derived
EMP-024208,TRN-SIH26135-028118,Cloud Associate,Retail,Full-time,2025-07-06,,False,synthetic_derived
EMP-024209,TRN-SIH26135-028119,Cybersecurity Associate,Education,Apprenticeship,2025-07-20,,False,synthetic_derived
EMP-024210,TRN-SIH26135-028120,Healthcare Assistant,E-commerce,Self-employed,2025-08-03,2026-01-19,True,synthetic_derived
EMP-024211,TRN-SIH26135-028121,Healthcare Assistant,Government Services,Full-time,2025-08-17,,False,synthetic_derived
EMP-024212,TRN-SIH26135-028122,Sales Executive,Education,Full-time,2025-08-31,,False,synthetic_derived
EMP-024213,TRN-SIH26135-028123,Digital Marketing Executive,Telecom,Full-time,2025-09-14,,False,synthetic_derived
EMP-024214,TRN-SIH26135-028124,Sales Executive,IT Services,Full-time,2025-09-28,,False,synthetic_derived
EMP-024215,TRN-SIH26135-028125,Cybersecurity Associate,Logistics,Part-time,2025-10-12,,False,synthetic_derived
EMP-024216,TRN-SIH26135-028127,Technician,IT Services,Full-time,2025-11-08,2025-12-08,True,synthetic_derived
EMP-024217,TRN-SIH26135-028128,Account Executive,Education,Apprenticeship,2025-11-22,,False,synthetic_derived
EMP-024218,TRN-SIH26135-028130,Software Developer,E-commerce,Full-time,2025-12-19,,False,synthetic_derived
EMP-024219,TRN-SIH26135-028131,Cybersecurity Associate,Banking & Finance,Full-time,2026-01-02,,False,synthetic_derived
EMP-024220,TRN-SIH26135-028133,Software Developer,Telecom,Apprenticeship,2026-01-29,,False,synthetic_derived
EMP-024221,TRN-SIH26135-028134,Cybersecurity Associate,IT Services,Full-time,2025-12-04,2026-01-08,True,synthetic_derived
EMP-024222,TRN-SIH26135-028135,Account Executive,Retail,Apprenticeship,2025-12-18,,False,synthetic_derived
EMP-024223,TRN-SIH26135-028136,Healthcare Assistant,Healthcare,Full-time,2026-01-01,,False,synthetic_derived
EMP-024224,TRN-SIH26135-028137,Data Analyst,Telecom,Apprenticeship,2024-01-26,,False,synthetic_derived
EMP-024225,TRN-SIH26135-028138,Software Developer,Healthcare,Part-time,2024-02-09,,False,synthetic_derived
EMP-024226,TRN-SIH26135-028139,Cloud Associate,Education,Apprenticeship,2024-02-23,,False,synthetic_derived
EMP-024227,TRN-SIH26135-028140,Graphic Designer,Healthcare,Contract,2024-03-08,2024-04-18,True,synthetic_derived
EMP-024228,TRN-SIH26135-028142,Cloud Associate,Retail,Full-time,2024-04-04,,False,synthetic_derived
EMP-024229,TRN-SIH26135-028143,Graphic Designer,Retail,Full-time,2024-04-18,2024-05-31,True,synthetic_derived
EMP-024230,TRN-SIH26135-028144,Technician,Banking & Finance,Full-time,2024-05-02,,False,synthetic_derived
EMP-024231,TRN-SIH26135-028145,Cloud Associate,E-commerce,Contract,2024-05-16,,False,synthetic_derived
EMP-024232,TRN-SIH26135-028146,Account Executive,IT Services,Self-employed,2024-05-30,,False,synthetic_derived
EMP-024233,TRN-SIH26135-028148,Data Analyst,E-commerce,Apprenticeship,2024-06-26,2024-08-12,True,synthetic_derived
EMP-024234,TRN-SIH26135-028149,Sales Executive,Healthcare,Full-time,2024-07-10,2024-08-27,True,synthetic_derived
EMP-024235,TRN-SIH26135-028150,Data Analyst,Banking & Finance,Apprenticeship,2024-07-24,,False,synthetic_derived
EMP-024236,TRN-SIH26135-028151,Graphic Designer,Education,Apprenticeship,2024-08-07,,False,synthetic_derived
EMP-024237,TRN-SIH26135-028152,Cloud Associate,Government Services,Full-time,2024-08-21,,False,synthetic_derived
EMP-024238,TRN-SIH26135-028153,Support Engineer,Manufacturing,Contract,2024-09-04,,False,synthetic_derived
EMP-024239,TRN-SIH26135-028154,Software Developer,Healthcare,Self-employed,2024-09-18,,False,synthetic_derived
EMP-024240,TRN-SIH26135-028156,Web Developer,Banking & Finance,Apprenticeship,2024-10-15,,False,synthetic_derived
EMP-024241,TRN-SIH26135-028157,Sales Executive,Banking & Finance,Full-time,2024-10-29,,False,synthetic_derived
EMP-024242,TRN-SIH26135-028158,Software Developer,Banking & Finance,Full-time,2024-11-12,,False,synthetic_derived
EMP-024243,TRN-SIH26135-028159,Healthcare Assistant,E-commerce,Full-time,2024-11-26,,False,synthetic_derived
EMP-024244,TRN-SIH26135-028160,Technician,Government Services,Apprenticeship,2024-12-10,2025-02-06,True,synthetic_derived
EMP-024245,TRN-SIH26135-028161,Graphic Designer,IT Services,Part-time,2024-12-24,,False,synthetic_derived
EMP-024246,TRN-SIH26135-028162,Healthcare Assistant,Government Services,Full-time,2025-01-07,2025-03-08,True,synthetic_derived
EMP-024247,TRN-SIH26135-028163,Web Developer,Logistics,Full-time,2025-01-21,,False,synthetic_derived
EMP-024248,TRN-SIH26135-028164,Digital Marketing Executive,Logistics,Part-time,2025-02-04,,False,synthetic_derived
EMP-024249,TRN-SIH26135-028166,Healthcare Assistant,Healthcare,Full-time,2025-03-03,,False,synthetic_derived
EMP-024250,TRN-SIH26135-028168,Graphic Designer,Government Services,Apprenticeship,2025-03-30,,False,synthetic_derived
EMP-024251,TRN-SIH26135-028169,Healthcare Assistant,Education,Full-time,2025-04-13,,False,synthetic_derived
EMP-024252,TRN-SIH26135-028170,Digital Marketing Executive,IT Services,Full-time,2025-04-27,,False,synthetic_derived
EMP-024253,TRN-SIH26135-028171,Web Developer,Retail,Full-time,2025-05-11,,False,synthetic_derived
EMP-024254,TRN-SIH26135-028172,Sales Executive,Education,Full-time,2025-05-25,,False,synthetic_derived
EMP-024255,TRN-SIH26135-028174,Support Engineer,Banking & Finance,Self-employed,2025-06-21,,False,synthetic_derived
EMP-024256,TRN-SIH26135-028175,Software Developer,Logistics,Full-time,2025-07-05,,False,synthetic_derived
EMP-024257,TRN-SIH26135-028176,Support Engineer,Retail,Apprenticeship,2025-07-19,,False,synthetic_derived
EMP-024258,TRN-SIH26135-028177,Support Engineer,Telecom,Apprenticeship,2025-08-02,,False,synthetic_derived
EMP-024259,TRN-SIH26135-028179,Software Developer,Retail,Full-time,2025-08-29,,False,synthetic_derived
EMP-024260,TRN-SIH26135-028180,Healthcare Assistant,Logistics,Full-time,2025-09-12,,False,synthetic_derived
EMP-024261,TRN-SIH26135-028181,Healthcare Assistant,Government Services,Full-time,2025-09-26,2025-12-10,True,synthetic_derived
EMP-024262,TRN-SIH26135-028182,Healthcare Assistant,Government Services,Contract,2025-10-10,,False,synthetic_derived
EMP-024263,TRN-SIH26135-028184,Graphic Designer,Government Services,Apprenticeship,2025-11-06,,False,synthetic_derived
EMP-024264,TRN-SIH26135-028185,Software Developer,Retail,Full-time,2025-11-20,,False,synthetic_derived
EMP-024265,TRN-SIH26135-028186,Web Developer,Education,Apprenticeship,2025-12-04,,False,synthetic_derived
EMP-024266,TRN-SIH26135-028187,Data Analyst,Manufacturing,Full-time,2025-12-18,,False,synthetic_derived
EMP-024267,TRN-SIH26135-028188,Account Executive,Banking & Finance,Apprenticeship,2026-01-01,,False,synthetic_derived
EMP-024268,TRN-SIH26135-028189,Healthcare Assistant,Education,Full-time,2026-01-15,,False,synthetic_derived
EMP-024269,TRN-SIH26135-028190,Graphic Designer,Retail,Full-time,2026-01-29,,False,synthetic_derived
EMP-024270,TRN-SIH26135-028192,Sales Executive,IT Services,Contract,2024-03-07,,False,synthetic_derived
EMP-024271,TRN-SIH26135-028193,Data Analyst,Manufacturing,Full-time,2024-03-21,,False,synthetic_derived
EMP-024272,TRN-SIH26135-028194,Healthcare Assistant,Government Services,Full-time,2024-04-04,,False,synthetic_derived
EMP-024273,TRN-SIH26135-028195,Account Executive,Banking & Finance,Full-time,2024-04-18,,False,synthetic_derived
EMP-024274,TRN-SIH26135-028196,Cloud Associate,IT Services,Full-time,2024-05-02,,False,synthetic_derived
EMP-024275,TRN-SIH26135-028197,Support Engineer,IT Services,Self-employed,2024-05-16,,False,synthetic_derived
EMP-024276,TRN-SIH26135-028198,Data Analyst,IT Services,Self-employed,2024-05-30,,False,synthetic_derived
EMP-024277,TRN-SIH26135-028199,Digital Marketing Executive,Retail,Self-employed,2024-06-13,,False,synthetic_derived
EMP-024278,TRN-SIH26135-028200,Cloud Associate,Banking & Finance,Full-time,2024-06-27,,False,synthetic_derived
EMP-024279,TRN-SIH26135-028201,Data Analyst,IT Services,Full-time,2024-07-11,,False,synthetic_derived
EMP-024280,TRN-SIH26135-028202,Digital Marketing Executive,E-commerce,Part-time,2024-07-25,,False,synthetic_derived
EMP-024281,TRN-SIH26135-028203,Account Executive,E-commerce,Full-time,2024-08-08,,False,synthetic_derived
EMP-024282,TRN-SIH26135-028205,Technician,Education,Contract,2024-09-04,,False,synthetic_derived
EMP-024283,TRN-SIH26135-028206,Cybersecurity Associate,Telecom,Full-time,2024-09-18,,False,synthetic_derived
EMP-024284,TRN-SIH26135-028207,Cloud Associate,Telecom,Full-time,2024-10-02,,False,synthetic_derived
EMP-024285,TRN-SIH26135-028208,Support Engineer,Banking & Finance,Full-time,2024-10-16,2025-01-23,True,synthetic_derived
EMP-024286,TRN-SIH26135-028209,Sales Executive,Government Services,Part-time,2024-10-30,,False,synthetic_derived
EMP-024287,TRN-SIH26135-028210,Software Developer,Manufacturing,Apprenticeship,2024-11-13,,False,synthetic_derived
EMP-024288,TRN-SIH26135-028212,Healthcare Assistant,Education,Contract,2024-12-10,,False,synthetic_derived
EMP-024289,TRN-SIH26135-028213,Technician,Logistics,Full-time,2024-12-24,,False,synthetic_derived
EMP-024290,TRN-SIH26135-028214,Cybersecurity Associate,Retail,Contract,2025-01-07,2025-04-21,True,synthetic_derived
EMP-024291,TRN-SIH26135-028216,Cloud Associate,Logistics,Full-time,2024-11-25,,False,synthetic_derived
EMP-024292,TRN-SIH26135-028217,Software Developer,Education,Full-time,2024-12-09,,False,synthetic_derived
EMP-024293,TRN-SIH26135-028218,Graphic Designer,IT Services,Part-time,2024-12-23,,False,synthetic_derived
EMP-024294,TRN-SIH26135-028219,Technician,Healthcare,Self-employed,2025-01-06,,False,synthetic_derived
EMP-024295,TRN-SIH26135-028220,Digital Marketing Executive,IT Services,Full-time,2025-01-20,,False,synthetic_derived
EMP-024296,TRN-SIH26135-028221,Graphic Designer,Logistics,Apprenticeship,2025-02-03,,False,synthetic_derived
EMP-024297,TRN-SIH26135-028222,Cybersecurity Associate,E-commerce,Contract,2025-02-17,,False,synthetic_derived
EMP-024298,TRN-SIH26135-028223,Graphic Designer,IT Services,Full-time,2025-03-03,,False,synthetic_derived
EMP-024299,TRN-SIH26135-028224,Cloud Associate,Logistics,Full-time,2025-03-17,,False,synthetic_derived
EMP-024300,TRN-SIH26135-028225,Web Developer,Retail,Contract,2025-03-31,,False,synthetic_derived
EMP-024301,TRN-SIH26135-028226,Digital Marketing Executive,E-commerce,Apprenticeship,2025-04-14,,False,synthetic_derived
EMP-024302,TRN-SIH26135-028227,Cloud Associate,E-commerce,Contract,2025-04-28,,False,synthetic_derived
EMP-024303,TRN-SIH26135-028228,Healthcare Assistant,Retail,Apprenticeship,2025-05-12,,False,synthetic_derived
EMP-024304,TRN-SIH26135-028230,Digital Marketing Executive,E-commerce,Contract,2025-06-08,,False,synthetic_derived
EMP-024305,TRN-SIH26135-028231,Digital Marketing Executive,Retail,Full-time,2025-06-22,,False,synthetic_derived
EMP-024306,TRN-SIH26135-028232,Digital Marketing Executive,E-commerce,Full-time,2025-07-06,2025-11-03,True,synthetic_derived
EMP-024307,TRN-SIH26135-028233,Cybersecurity Associate,Banking & Finance,Full-time,2025-07-20,,False,synthetic_derived
EMP-024308,TRN-SIH26135-028235,Support Engineer,Education,Contract,2025-08-16,,False,synthetic_derived
EMP-024309,TRN-SIH26135-028236,Sales Executive,Retail,Full-time,2025-08-30,,False,synthetic_derived
EMP-024310,TRN-SIH26135-028237,Data Analyst,Manufacturing,Contract,2025-09-13,,False,synthetic_derived
EMP-024311,TRN-SIH26135-028239,Account Executive,Manufacturing,Full-time,2025-10-10,,False,synthetic_derived
EMP-024312,TRN-SIH26135-028240,Technician,Banking & Finance,Self-employed,2025-10-24,,False,synthetic_derived
EMP-024313,TRN-SIH26135-028241,Data Analyst,Retail,Part-time,2025-11-07,,False,synthetic_derived
EMP-024314,TRN-SIH26135-028243,Sales Executive,Education,Full-time,2025-12-04,,False,synthetic_derived
EMP-024315,TRN-SIH26135-028244,Account Executive,Healthcare,Full-time,2025-12-18,,False,synthetic_derived
EMP-024316,TRN-SIH26135-028245,Data Analyst,Telecom,Self-employed,2026-01-01,,False,synthetic_derived
EMP-024317,TRN-SIH26135-028246,Cloud Associate,E-commerce,Part-time,2026-01-15,2026-05-26,True,synthetic_derived
EMP-024318,TRN-SIH26135-028248,Digital Marketing Executive,Education,Full-time,2024-02-22,,False,synthetic_derived
EMP-024319,TRN-SIH26135-028249,Graphic Designer,Telecom,Full-time,2024-03-07,,False,synthetic_derived
EMP-024320,TRN-SIH26135-028250,Web Developer,Education,Full-time,2024-03-21,,False,synthetic_derived
EMP-024321,TRN-SIH26135-028251,Healthcare Assistant,Banking & Finance,Contract,2024-04-04,,False,synthetic_derived
EMP-024322,TRN-SIH26135-028253,Data Analyst,Retail,Full-time,2024-05-01,,False,synthetic_derived
EMP-024323,TRN-SIH26135-028254,Web Developer,Healthcare,Part-time,2024-05-15,,False,synthetic_derived
EMP-024324,TRN-SIH26135-028255,Data Analyst,Retail,Part-time,2024-05-29,,False,synthetic_derived
EMP-024325,TRN-SIH26135-028256,Account Executive,Logistics,Full-time,2024-06-12,2024-10-29,True,synthetic_derived
EMP-024326,TRN-SIH26135-028257,Graphic Designer,Government Services,Part-time,2024-06-26,,False,synthetic_derived
EMP-024327,TRN-SIH26135-028259,Data Analyst,Telecom,Full-time,2024-07-23,,False,synthetic_derived
EMP-024328,TRN-SIH26135-028260,Software Developer,Logistics,Full-time,2024-08-06,,False,synthetic_derived
EMP-024329,TRN-SIH26135-028261,Sales Executive,Logistics,Part-time,2024-08-20,,False,synthetic_derived
EMP-024330,TRN-SIH26135-028263,Web Developer,E-commerce,Contract,2024-09-16,,False,synthetic_derived
EMP-024331,TRN-SIH26135-028264,Account Executive,Retail,Part-time,2024-09-30,,False,synthetic_derived
EMP-024332,TRN-SIH26135-028265,Web Developer,Healthcare,Contract,2024-10-14,,False,synthetic_derived
EMP-024333,TRN-SIH26135-028266,Graphic Designer,E-commerce,Full-time,2024-10-28,,False,synthetic_derived
EMP-024334,TRN-SIH26135-028267,Support Engineer,Government Services,Contract,2024-11-11,,False,synthetic_derived
EMP-024335,TRN-SIH26135-028268,Digital Marketing Executive,IT Services,Full-time,2024-11-25,,False,synthetic_derived
