Trainee_ID,Employment_ID,Snapshot_Date,Snapshot_Observed_On,Employment_Duration_Months,Current_Salary_LPA,Job_History_Count,Engagement_Score,Attendance_Percent,Assessment_Score,Skill_Gap_Score,Demand_Score,Employment_Type,Industry,Actual_Job_Role,Target_Job_Role,Skills_Text,Attrition_Target,Data_Origin
TRN-SIH26135-022384,EMP-019245,2024-11-01,2024-11-23,4.93,5.5,0,5.68,85.8,91.1,50.0,43.94,Full-time,Logistics,Sales Executive,Digital Marketing Executive,communication data_analysis excel,0,synthetic_longitudinal_derivation
TRN-SIH26135-022385,EMP-019246,2024-08-01,2024-08-09,0.99,5.28,0,5.54,91.7,72.2,100.0,69.66,Apprenticeship,Education,Data Analyst,Graphic Designer,aws machine_learning sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-022386,EMP-019247,2024-09-01,2024-09-22,1.97,3.35,2,5.68,78.0,75.8,100.0,30.71,Self-employed,Education,Support Engineer,Account Executive,azure javascript machine_learning,1,synthetic_longitudinal_derivation
TRN-SIH26135-022387,EMP-019248,2024-11-01,2024-11-05,2.96,4.76,2,6.16,84.2,85.5,100.0,43.9,Full-time,Retail,Graphic Designer,Cybersecurity Associate,excel java sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-022389,EMP-019249,2025-01-01,2025-01-01,3.94,4.44,2,5.38,90.8,48.6,74.85,27.85,Contract,Banking & Finance,Healthcare Assistant,Software Developer,java javascript react,0,synthetic_longitudinal_derivation
TRN-SIH26135-022390,EMP-019250,2025-02-01,2025-02-14,4.93,3.28,1,5.83,87.4,80.6,100.0,53.4,Apprenticeship,IT Services,Technician,Software Developer,digital_marketing excel power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-022391,EMP-019251,2024-08-01,2024-08-22,0.99,5.16,0,5.43,86.4,76.2,100.0,57.81,Full-time,Healthcare,Software Developer,Data Analyst,cybersecurity healthcare_operations linux,0,synthetic_longitudinal_derivation
TRN-SIH26135-022392,EMP-019252,2024-10-01,2024-10-05,1.97,4.4,1,4.96,74.0,55.0,76.39,36.71,Contract,Manufacturing,Cloud Associate,Cybersecurity Associate,autocad communication linux,1,synthetic_longitudinal_derivation
TRN-SIH26135-022393,EMP-019253,2024-11-01,2024-11-18,2.96,4.99,1,5.81,95.4,73.4,100.0,41.95,Full-time,IT Services,Support Engineer,Web Developer,cybersecurity linux networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-022394,EMP-019254,2025-01-01,2025-01-01,3.94,4.57,1,5.42,71.3,64.1,100.0,38.12,Apprenticeship,Telecom,Data Analyst,Cloud Associate,cybersecurity java power_bi,1,synthetic_longitudinal_derivation
TRN-SIH26135-022395,EMP-019255,2025-02-01,2025-02-14,4.93,5.56,0,5.16,83.1,62.1,100.0,37.36,Full-time,Education,Cybersecurity Associate,Digital Marketing Executive,java power_bi sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-022397,EMP-019256,2024-11-01,2024-11-13,0.99,5.21,0,6.35,83.0,98.2,100.0,56.25,Full-time,Manufacturing,Software Developer,Data Analyst,communication digital_marketing linux,0,synthetic_longitudinal_derivation
TRN-SIH26135-022398,EMP-019257,2024-12-01,2024-12-27,1.97,4.11,1,5.85,65.9,78.0,100.0,18.71,Full-time,Banking & Finance,Account Executive,Account Executive,autocad aws healthcare_operations,0,synthetic_longitudinal_derivation
TRN-SIH26135-022399,EMP-019258,2025-02-01,2025-02-09,2.96,5.19,2,6.06,81.0,95.4,65.0,27.05,Part-time,Government Services,Sales Executive,Software Developer,java javascript power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-022400,EMP-019259,2025-03-01,2025-03-25,3.94,4.93,2,5.71,73.3,81.3,100.0,37.65,Apprenticeship,Manufacturing,Data Analyst,Healthcare Assistant,aws networking react,0,synthetic_longitudinal_derivation
TRN-SIH26135-022401,EMP-019260,2025-05-01,2025-05-08,4.93,4.71,0,5.15,74.7,71.1,100.0,38.61,Apprenticeship,Education,Sales Executive,Software Developer,excel machine_learning sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-022402,EMP-019261,2025-01-01,2025-01-22,0.99,5.34,2,5.46,74.7,72.5,100.0,42.22,Part-time,Healthcare,Support Engineer,Graphic Designer,linux machine_learning python,0,synthetic_longitudinal_derivation
TRN-SIH26135-022403,EMP-019262,2025-03-01,2025-03-07,1.97,3.73,0,5.72,76.8,75.0,78.73,42.71,Contract,Healthcare,Graphic Designer,Support Engineer,communication java power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-022404,EMP-019263,2025-04-01,2025-04-20,2.96,5.26,1,6.33,80.2,90.5,100.0,42.75,Full-time,Retail,Cloud Associate,Digital Marketing Executive,autocad java python,0,synthetic_longitudinal_derivation
TRN-SIH26135-022405,EMP-019264,2025-06-01,2025-06-03,3.94,4.09,0,6.17,89.5,77.5,68.5,65.49,Part-time,E-commerce,Sales Executive,Data Analyst,aws java python,0,synthetic_longitudinal_derivation
TRN-SIH26135-022406,EMP-019265,2025-07-01,2025-07-17,4.93,4.0,3,5.12,83.0,73.0,100.0,47.83,Full-time,Government Services,Digital Marketing Executive,Graphic Designer,linux react sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-022408,EMP-019266,2025-04-01,2025-04-15,0.99,4.75,3,5.42,77.6,76.2,70.0,31.62,Full-time,Education,Cybersecurity Associate,Software Developer,autocad communication sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-022409,EMP-019267,2025-05-01,2025-05-29,1.97,4.61,1,5.65,73.7,79.7,80.0,36.21,Full-time,Education,Web Developer,Digital Marketing Executive,data_analysis excel networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-022410,EMP-019268,2025-07-01,2025-07-12,2.96,4.03,3,6.03,68.3,89.9,100.0,38.89,Full-time,Healthcare,Digital Marketing Executive,Data Analyst,aws data_analysis react,0,synthetic_longitudinal_derivation
TRN-SIH26135-022411,EMP-019269,2025-08-01,2025-08-25,3.94,4.64,3,5.79,91.9,67.5,63.25,42.75,Full-time,Banking & Finance,Web Developer,Digital Marketing Executive,digital_marketing java sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-022412,EMP-019270,2025-10-01,2025-10-08,4.93,4.3,7,5.36,71.1,71.6,100.0,31.41,Full-time,Manufacturing,Healthcare Assistant,Software Developer,autocad communication react,0,synthetic_longitudinal_derivation
TRN-SIH26135-022413,EMP-019271,2025-06-01,2025-06-24,0.99,4.92,0,5.74,76.1,73.5,100.0,30.16,Full-time,Retail,Digital Marketing Executive,Data Analyst,communication digital_marketing machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-022414,EMP-019272,2025-08-01,2025-08-07,1.97,5.2,2,5.19,75.1,67.1,81.72,58.96,Apprenticeship,IT Services,Cloud Associate,Account Executive,communication linux sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-022415,EMP-019273,2025-09-01,2025-09-20,2.96,5.66,3,5.5,75.4,72.0,100.0,34.88,Full-time,Manufacturing,Graphic Designer,Cybersecurity Associate,autocad aws python,0,synthetic_longitudinal_derivation
TRN-SIH26135-022416,EMP-019274,2025-11-01,2025-11-03,3.94,4.43,2,5.79,85.0,76.9,100.0,34.04,Self-employed,Banking & Finance,Graphic Designer,Support Engineer,aws cybersecurity sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-022417,EMP-019275,2025-12-01,2025-12-17,4.93,4.53,1,5.08,70.0,67.2,100.0,27.37,Full-time,Healthcare,Support Engineer,Sales Executive,java python react,1,synthetic_longitudinal_derivation
TRN-SIH26135-022418,EMP-019276,2025-09-01,2025-09-02,0.99,5.29,0,6.39,99.3,96.7,100.0,41.49,Part-time,Healthcare,Cloud Associate,Software Developer,linux machine_learning networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-022419,EMP-019277,2025-10-01,2025-10-16,1.97,3.67,1,5.36,63.2,62.5,71.5,46.67,Full-time,E-commerce,Sales Executive,Software Developer,aws sales sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-022420,EMP-019278,2025-11-01,2025-11-29,2.96,5.67,2,6.05,76.0,78.0,35.0,55.79,Full-time,Manufacturing,Account Executive,Software Developer,java linux sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-022421,EMP-019279,2026-01-01,2026-01-12,3.94,4.34,0,5.33,75.5,68.4,100.0,56.67,Full-time,E-commerce,Web Developer,Cloud Associate,cybersecurity digital_marketing machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-022422,EMP-019280,2026-02-01,2026-02-25,4.93,5.1,0,5.18,69.9,77.7,100.0,33.33,Full-time,Education,Graphic Designer,Healthcare Assistant,azure data_analysis machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-022423,EMP-019281,2025-11-01,2025-11-11,0.99,4.93,2,5.21,71.9,66.9,100.0,54.84,Full-time,Government Services,Data Analyst,Cybersecurity Associate,autocad javascript power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-022424,EMP-019282,2025-12-01,2025-12-25,1.97,5.52,1,6.31,100.0,92.5,100.0,65.96,Full-time,E-commerce,Account Executive,Software Developer,cybersecurity digital_marketing javascript,0,synthetic_longitudinal_derivation
TRN-SIH26135-022425,EMP-019283,2026-02-01,2026-02-07,2.96,4.61,1,5.9,75.6,78.5,100.0,41.22,Part-time,Manufacturing,Data Analyst,Technician,aws digital_marketing python,0,synthetic_longitudinal_derivation
TRN-SIH26135-022426,EMP-019284,2026-03-01,2026-03-23,3.94,3.62,0,5.62,99.2,54.7,60.56,59.68,Part-time,Banking & Finance,Technician,Account Executive,accounting digital_marketing react,0,synthetic_longitudinal_derivation
TRN-SIH26135-022427,EMP-019285,2026-05-01,2026-05-06,4.93,3.92,3,4.37,50.9,36.8,100.0,40.57,Contract,Banking & Finance,Digital Marketing Executive,Cybersecurity Associate,autocad aws communication,1,synthetic_longitudinal_derivation
TRN-SIH26135-022430,EMP-019286,2026-02-01,2026-02-15,0.99,4.97,3,4.77,69.9,56.3,69.81,47.69,Full-time,Logistics,Healthcare Assistant,Software Developer,aws java linux,0,synthetic_longitudinal_derivation
TRN-SIH26135-022431,EMP-019287,2026-03-01,2026-03-31,1.97,5.55,1,6.21,95.7,96.3,100.0,51.35,Full-time,Telecom,Digital Marketing Executive,Digital Marketing Executive,healthcare_operations python sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-022432,EMP-019288,2024-05-01,2024-05-24,2.96,4.76,1,5.32,84.7,57.9,83.35,55.46,Full-time,Banking & Finance,Support Engineer,Digital Marketing Executive,excel machine_learning networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-022436,EMP-019290,2024-09-01,2024-09-15,4.93,4.26,0,5.23,67.8,70.7,70.0,67.11,Full-time,Manufacturing,Cybersecurity Associate,Software Developer,javascript react sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-022437,EMP-019291,2024-06-01,2024-06-01,0.99,5.06,0,5.97,97.2,77.5,55.06,15.38,Apprenticeship,Logistics,Healthcare Assistant,Digital Marketing Executive,digital_marketing java power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-022438,EMP-019292,2024-07-01,2024-07-15,1.97,4.34,0,5.94,89.9,71.9,100.0,41.75,Full-time,Education,Healthcare Assistant,Software Developer,machine_learning power_bi sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-022440,EMP-019294,2024-10-01,2024-10-11,3.94,4.4,2,5.38,71.9,68.8,67.61,44.63,Full-time,Education,Web Developer,Data Analyst,data_analysis linux python,0,synthetic_longitudinal_derivation
TRN-SIH26135-022441,EMP-019295,2024-11-01,2024-11-24,4.93,5.11,0,4.65,63.8,55.8,73.07,24.51,Apprenticeship,Retail,Healthcare Assistant,Software Developer,accounting excel java,0,synthetic_longitudinal_derivation
TRN-SIH26135-022442,EMP-019296,2024-08-01,2024-08-10,0.99,4.52,1,5.64,77.7,78.4,75.26,62.5,Full-time,Healthcare,Cloud Associate,Technician,accounting communication networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-022443,EMP-019297,2024-09-01,2024-09-23,1.97,4.69,2,5.58,57.2,77.2,100.0,26.06,Contract,Healthcare,Cloud Associate,Healthcare Assistant,javascript networking sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-022444,EMP-019298,2024-11-01,2024-11-06,2.96,5.41,0,6.18,77.0,86.0,100.0,38.18,Self-employed,Retail,Technician,Cybersecurity Associate,excel healthcare_operations machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-022445,EMP-019299,2024-12-01,2024-12-20,3.94,4.59,2,5.86,74.7,71.0,61.81,24.83,Part-time,Education,Graphic Designer,Cybersecurity Associate,cybersecurity python sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-022446,EMP-019300,2025-02-01,2025-02-02,4.93,3.79,1,4.94,69.4,71.3,72.15,51.69,Self-employed,Retail,Data Analyst,Web Developer,excel javascript linux,0,synthetic_longitudinal_derivation
TRN-SIH26135-022447,EMP-019301,2024-10-01,2024-10-19,0.99,4.74,2,4.81,76.4,52.0,100.0,34.32,Apprenticeship,IT Services,Healthcare Assistant,Data Analyst,autocad networking sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-022450,EMP-019303,2025-01-01,2025-01-28,2.96,3.79,0,5.66,59.1,78.7,100.0,55.88,Part-time,Manufacturing,Account Executive,Cloud Associate,excel power_bi sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-022452,EMP-019304,2025-03-01,2025-03-26,3.94,4.66,0,5.73,72.5,72.9,100.0,29.46,Full-time,IT Services,Cloud Associate,Software Developer,accounting data_analysis machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-022453,EMP-019305,2025-05-01,2025-05-09,4.93,4.24,3,5.8,78.2,86.1,57.19,30.77,Apprenticeship,Logistics,Healthcare Assistant,Healthcare Assistant,digital_marketing healthcare_operations machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-022454,EMP-019306,2025-01-01,2025-01-23,0.99,4.92,4,5.46,62.6,67.9,100.0,29.77,Full-time,Manufacturing,Cybersecurity Associate,Cloud Associate,accounting excel sales,1,synthetic_longitudinal_derivation
TRN-SIH26135-022455,EMP-019307,2025-03-01,2025-03-08,1.97,5.07,4,5.43,83.4,73.3,100.0,39.82,Full-time,Manufacturing,Support Engineer,Healthcare Assistant,accounting cybersecurity digital_marketing,0,synthetic_longitudinal_derivation
TRN-SIH26135-022456,EMP-019308,2025-04-01,2025-04-21,2.96,4.86,0,6.22,89.9,95.2,36.5,40.24,Part-time,E-commerce,Graphic Designer,Digital Marketing Executive,digital_marketing excel healthcare_operations,0,synthetic_longitudinal_derivation
TRN-SIH26135-022457,EMP-019309,2025-06-01,2025-06-04,3.94,4.6,2,6.44,100.0,96.9,70.0,18.38,Self-employed,E-commerce,Cybersecurity Associate,Software Developer,digital_marketing javascript sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-022458,EMP-019310,2025-07-01,2025-07-18,4.93,4.4,3,5.22,65.4,74.5,100.0,24.1,Part-time,IT Services,Cybersecurity Associate,Data Analyst,accounting aws machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-022460,EMP-019311,2025-04-01,2025-04-16,0.99,5.82,0,6.06,85.4,89.0,100.0,19.78,Full-time,Education,Support Engineer,Data Analyst,aws digital_marketing javascript,0,synthetic_longitudinal_derivation
TRN-SIH26135-022461,EMP-019312,2025-05-01,2025-05-30,1.97,5.11,3,5.89,79.7,77.1,100.0,21.05,Part-time,Retail,Sales Executive,Digital Marketing Executive,azure python react,0,synthetic_longitudinal_derivation
TRN-SIH26135-022463,EMP-019313,2025-07-01,2025-07-26,2.96,5.24,1,5.95,70.7,75.9,100.0,27.86,Self-employed,E-commerce,Cybersecurity Associate,Data Analyst,data_analysis digital_marketing sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-022464,EMP-019314,2025-09-01,2025-09-08,3.94,5.2,3,6.1,79.4,97.7,100.0,46.47,Contract,Telecom,Graphic Designer,Support Engineer,cybersecurity javascript python,0,synthetic_longitudinal_derivation
TRN-SIH26135-022465,EMP-019315,2025-10-01,2025-10-22,4.93,4.88,0,5.45,84.5,82.5,69.2,37.82,Apprenticeship,Banking & Finance,Cloud Associate,Data Analyst,javascript networking sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-022466,EMP-019316,2025-07-01,2025-07-08,0.99,4.78,7,6.11,86.3,97.0,66.4,20.69,Self-employed,Logistics,Account Executive,Software Developer,digital_marketing java linux,0,synthetic_longitudinal_derivation
TRN-SIH26135-022467,EMP-019317,2025-08-01,2025-08-21,1.97,6.04,0,6.13,85.8,91.0,75.0,46.39,Apprenticeship,Manufacturing,Technician,Technician,accounting excel sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-022468,EMP-019318,2025-10-01,2025-10-04,2.96,6.43,1,6.02,80.3,81.5,100.0,43.56,Full-time,IT Services,Healthcare Assistant,Software Developer,aws cybersecurity machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-022469,EMP-019319,2025-11-01,2025-11-17,3.94,5.41,0,5.82,67.0,75.6,100.0,29.79,Full-time,Banking & Finance,Software Developer,Cybersecurity Associate,accounting excel javascript,0,synthetic_longitudinal_derivation
TRN-SIH26135-022470,EMP-019320,2025-12-01,2025-12-31,4.93,4.02,1,5.19,70.9,61.6,100.0,19.8,Contract,E-commerce,Web Developer,Web Developer,autocad cybersecurity java,0,synthetic_longitudinal_derivation
TRN-SIH26135-022471,EMP-019321,2025-07-01,2025-07-08,0.99,5.12,4,5.34,79.0,75.7,100.0,54.0,Full-time,Retail,Technician,Cybersecurity Associate,accounting azure javascript,0,synthetic_longitudinal_derivation
TRN-SIH26135-022472,EMP-019322,2025-08-01,2025-08-21,1.97,4.74,0,5.69,69.0,86.2,100.0,48.51,Full-time,Banking & Finance,Web Developer,Cybersecurity Associate,communication react sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-022474,EMP-019324,2025-11-01,2025-11-17,3.94,5.14,1,6.5,99.6,96.2,100.0,51.16,Apprenticeship,Retail,Technician,Software Developer,autocad cybersecurity machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-022475,EMP-019325,2025-12-01,2025-12-31,4.93,3.89,0,5.33,74.7,72.0,100.0,60.98,Full-time,Education,Account Executive,Software Developer,accounting excel linux,0,synthetic_longitudinal_derivation
TRN-SIH26135-022476,EMP-019326,2025-09-01,2025-09-16,0.99,4.72,0,6.13,97.9,83.7,100.0,71.26,Part-time,Healthcare,Digital Marketing Executive,Cybersecurity Associate,azure power_bi sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-022477,EMP-019327,2025-10-01,2025-10-30,1.97,4.35,2,5.57,62.1,68.2,100.0,36.0,Part-time,Logistics,Software Developer,Account Executive,aws data_analysis networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-022479,EMP-019328,2025-12-01,2025-12-26,2.96,4.93,0,5.5,100.0,65.5,100.0,52.99,Full-time,Telecom,Sales Executive,Cloud Associate,healthcare_operations javascript react,0,synthetic_longitudinal_derivation
TRN-SIH26135-022480,EMP-019329,2026-02-01,2026-02-08,3.94,4.26,0,5.71,84.5,77.0,80.0,45.38,Apprenticeship,Telecom,Cybersecurity Associate,Digital Marketing Executive,excel machine_learning python,0,synthetic_longitudinal_derivation
TRN-SIH26135-022481,EMP-019330,2026-03-01,2026-03-24,4.93,3.77,1,5.23,67.6,77.4,100.0,35.93,Part-time,Healthcare,Cybersecurity Associate,Healthcare Assistant,azure power_bi sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-022482,EMP-019331,2025-12-01,2025-12-08,0.99,4.42,0,5.54,73.8,76.1,100.0,34.55,Contract,Government Services,Data Analyst,Data Analyst,accounting communication cybersecurity,1,synthetic_longitudinal_derivation
TRN-SIH26135-022484,EMP-019332,2026-02-01,2026-02-03,1.97,4.37,1,5.64,79.1,70.8,100.0,33.33,Apprenticeship,IT Services,Digital Marketing Executive,Web Developer,autocad healthcare_operations power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-022485,EMP-019333,2026-03-01,2026-03-19,2.96,4.35,0,5.65,54.2,73.9,83.71,35.03,Full-time,E-commerce,Account Executive,Cloud Associate,linux networking sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-022486,EMP-019334,2026-05-01,2026-05-02,3.94,4.44,1,5.88,71.1,73.0,100.0,39.34,Full-time,E-commerce,Data Analyst,Cybersecurity Associate,accounting python sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-022487,EMP-019335,2026-06-01,2026-06-15,4.93,4.76,0,4.61,62.1,61.1,100.0,44.0,Full-time,Healthcare,Cybersecurity Associate,Data Analyst,autocad data_analysis excel,0,synthetic_longitudinal_derivation
TRN-SIH26135-022488,EMP-019336,2024-03-01,2024-03-11,0.99,4.09,0,5.59,100.0,74.1,67.25,40.68,Full-time,Healthcare,Support Engineer,Support Engineer,excel networking react,0,synthetic_longitudinal_derivation
TRN-SIH26135-022489,EMP-019337,2024-04-01,2024-04-24,1.97,4.71,0,5.66,74.6,79.6,100.0,15.27,Full-time,Government Services,Cybersecurity Associate,Cloud Associate,accounting java sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-022490,EMP-019338,2024-06-01,2024-06-07,2.96,4.24,3,5.36,69.7,62.4,100.0,53.7,Part-time,Government Services,Account Executive,Software Developer,communication excel machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-022491,EMP-019339,2024-07-01,2024-07-21,3.94,5.15,0,5.98,100.0,72.1,75.0,53.42,Contract,Education,Cybersecurity Associate,Web Developer,azure excel sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-022492,EMP-019340,2024-09-01,2024-09-03,4.93,5.15,1,5.94,100.0,83.2,35.0,36.55,Contract,Logistics,Data Analyst,Web Developer,azure javascript sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-022493,EMP-019341,2024-05-01,2024-05-20,0.99,4.38,0,6.03,83.7,82.0,100.0,37.93,Full-time,Telecom,Sales Executive,Cybersecurity Associate,python sales sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-022495,EMP-019342,2024-07-01,2024-07-16,1.97,4.89,0,5.18,72.8,67.5,100.0,34.19,Full-time,Retail,Software Developer,Web Developer,autocad linux networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-022496,EMP-019343,2024-08-01,2024-08-29,2.96,4.17,1,5.38,91.8,60.8,100.0,39.29,Full-time,Retail,Graphic Designer,Sales Executive,healthcare_operations power_bi python,0,synthetic_longitudinal_derivation
TRN-SIH26135-022497,EMP-019344,2024-10-01,2024-10-12,3.94,4.17,2,6.13,100.0,84.2,65.0,36.75,Full-time,Manufacturing,Data Analyst,Web Developer,accounting data_analysis react,0,synthetic_longitudinal_derivation
TRN-SIH26135-022498,EMP-019345,2024-11-01,2024-11-25,4.93,5.04,1,5.17,100.0,58.9,72.0,42.34,Full-time,Logistics,Technician,Cloud Associate,accounting aws react,0,synthetic_longitudinal_derivation
TRN-SIH26135-022499,EMP-019346,2024-08-01,2024-08-11,0.99,4.57,3,5.59,78.0,73.0,50.0,45.34,Part-time,Banking & Finance,Digital Marketing Executive,Digital Marketing Executive,accounting digital_marketing networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-022500,EMP-019347,2024-09-01,2024-09-24,1.97,4.93,4,5.57,72.5,67.2,70.51,52.29,Apprenticeship,Healthcare,Sales Executive,Software Developer,digital_marketing healthcare_operations sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-022501,EMP-019348,2024-11-01,2024-11-07,2.96,4.95,1,5.8,72.7,69.4,75.0,49.4,Full-time,Government Services,Cybersecurity Associate,Cloud Associate,excel linux react,0,synthetic_longitudinal_derivation
TRN-SIH26135-022502,EMP-019349,2024-12-01,2024-12-21,3.94,3.29,0,5.56,68.2,80.5,79.21,28.57,Part-time,E-commerce,Technician,Data Analyst,cybersecurity machine_learning power_bi,0,synthetic_longitudinal_derivation
TRN-SIH26135-022503,EMP-019350,2025-02-01,2025-02-03,4.93,5.3,7,6.04,100.0,100.0,65.0,37.14,Part-time,IT Services,Graphic Designer,Data Analyst,autocad networking python,0,synthetic_longitudinal_derivation
TRN-SIH26135-022504,EMP-019351,2024-10-01,2024-10-20,0.99,5.1,2,5.82,84.4,86.0,73.6,59.76,Full-time,E-commerce,Technician,Software Developer,excel react sql,0,synthetic_longitudinal_derivation
TRN-SIH26135-022505,EMP-019352,2024-12-01,2024-12-03,1.97,4.21,1,5.62,76.8,74.1,100.0,31.06,Full-time,E-commerce,Cybersecurity Associate,Technician,aws azure data_analysis,0,synthetic_longitudinal_derivation
TRN-SIH26135-022506,EMP-019353,2025-01-01,2025-01-16,2.96,4.95,0,6.46,86.2,96.5,56.88,56.9,Contract,Retail,Healthcare Assistant,Healthcare Assistant,healthcare_operations java machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-022507,EMP-019354,2025-03-01,2025-03-01,3.94,4.31,1,5.8,75.5,71.2,72.57,43.84,Full-time,Healthcare,Cloud Associate,Graphic Designer,communication machine_learning sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-022508,EMP-019355,2025-04-01,2025-04-14,4.93,5.2,0,5.57,74.4,75.3,70.0,43.83,Full-time,E-commerce,Technician,Account Executive,autocad excel healthcare_operations,0,synthetic_longitudinal_derivation
TRN-SIH26135-022509,EMP-019356,2024-12-01,2024-12-29,0.99,5.52,0,5.48,84.7,78.7,100.0,26.83,Apprenticeship,Manufacturing,Data Analyst,Software Developer,aws azure networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-022510,EMP-019357,2025-02-01,2025-02-11,1.97,5.94,4,5.15,69.7,64.4,80.0,30.37,Self-employed,IT Services,Account Executive,Cybersecurity Associate,autocad healthcare_operations networking,0,synthetic_longitudinal_derivation
TRN-SIH26135-022511,EMP-019358,2025-03-01,2025-03-27,2.96,5.05,6,5.49,80.6,66.5,71.3,34.09,Full-time,IT Services,Technician,Web Developer,digital_marketing healthcare_operations javascript,0,synthetic_longitudinal_derivation
TRN-SIH26135-022512,EMP-019359,2025-05-01,2025-05-10,3.94,5.73,0,5.69,100.0,63.7,100.0,42.54,Contract,Logistics,Support Engineer,Digital Marketing Executive,cybersecurity data_analysis machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-022513,EMP-019360,2025-06-01,2025-06-23,4.93,4.62,0,4.98,72.8,58.9,100.0,22.54,Full-time,Education,Support Engineer,Software Developer,data_analysis linux machine_learning,0,synthetic_longitudinal_derivation
TRN-SIH26135-022514,EMP-019361,2025-03-01,2025-03-09,0.99,4.17,3,5.25,78.3,56.2,100.0,26.5,Self-employed,Manufacturing,Support Engineer,Sales Executive,aws data_analysis javascript,0,synthetic_longitudinal_derivation
TRN-SIH26135-022515,EMP-019362,2025-04-01,2025-04-22,1.97,4.46,6,5.46,67.5,61.9,69.46,59.74,Part-time,IT Services,Cybersecurity Associate,Technician,autocad python react,0,synthetic_longitudinal_derivation
TRN-SIH26135-022517,EMP-019363,2025-06-01,2025-06-18,2.96,4.43,3,4.91,47.9,62.9,100.0,41.58,Contract,Banking & Finance,Sales Executive,Cybersecurity Associate,accounting healthcare_operations react,0,synthetic_longitudinal_derivation
TRN-SIH26135-022518,EMP-019364,2025-08-01,2025-08-01,3.94,4.89,1,5.21,65.5,64.5,100.0,37.43,Part-time,Education,Technician,Cloud Associate,digital_marketing javascript sales,0,synthetic_longitudinal_derivation
TRN-SIH26135-022519,EMP-019365,2025-09-01,2025-09-14,4.93,4.42,0,5.47,98.9,74.4,100.0,53.66,Part-time,IT Services,Cybersecurity Associate,Cloud Associate,communication excel java,0,synthetic_longitudinal_derivation
