Trainee_ID,Skill,Assessment_Date,Evidence_Source,Proficiency
TRN-SIH26135-028828,java,2024-11-26,legacy_skill_assessment,76.5
TRN-SIH26135-028828,networking,2024-12-10,legacy_skill_assessment,79.5
TRN-SIH26135-028828,python,2024-12-03,legacy_skill_assessment,72.5
TRN-SIH26135-028829,digital marketing,2024-12-23,legacy_skill_assessment,62.1
TRN-SIH26135-028829,excel,2024-12-09,legacy_skill_assessment,59.1
TRN-SIH26135-028829,machine learning,2024-12-16,legacy_skill_assessment,55.1
TRN-SIH26135-028830,accounting,2025-01-05,legacy_skill_assessment,61.5
TRN-SIH26135-028830,healthcare operations,2024-12-29,legacy_skill_assessment,54.5
TRN-SIH26135-028830,linux,2024-12-22,legacy_skill_assessment,58.5
TRN-SIH26135-028831,java,2025-01-18,legacy_skill_assessment,80.4
TRN-SIH26135-028831,linux,2025-01-04,legacy_skill_assessment,77.4
TRN-SIH26135-028831,python,2025-01-11,legacy_skill_assessment,73.4
TRN-SIH26135-028832,java,2025-01-31,legacy_skill_assessment,59.3
TRN-SIH26135-028832,react,2025-01-24,legacy_skill_assessment,52.3
TRN-SIH26135-028832,sales,2025-01-17,legacy_skill_assessment,56.3
TRN-SIH26135-028833,data analysis,2025-01-30,legacy_skill_assessment,89.1
TRN-SIH26135-028833,excel,2025-02-13,legacy_skill_assessment,92.1
TRN-SIH26135-028833,networking,2025-02-06,legacy_skill_assessment,85.1
TRN-SIH26135-028834,autocad,2025-02-19,legacy_skill_assessment,68.0
TRN-SIH26135-028834,azure,2025-02-12,legacy_skill_assessment,72.0
TRN-SIH26135-028834,communication,2025-02-26,legacy_skill_assessment,75.0
TRN-SIH26135-028835,healthcare operations,2025-03-11,legacy_skill_assessment,84.1
TRN-SIH26135-028835,linux,2025-03-04,legacy_skill_assessment,77.1
TRN-SIH26135-028835,python,2025-02-25,legacy_skill_assessment,81.1
TRN-SIH26135-028836,autocad,2025-03-10,legacy_skill_assessment,68.6
TRN-SIH26135-028836,healthcare operations,2025-03-17,legacy_skill_assessment,64.6
TRN-SIH26135-028836,networking,2025-03-24,legacy_skill_assessment,71.6
TRN-SIH26135-028837,aws,2025-03-23,legacy_skill_assessment,70.2
TRN-SIH26135-028837,java,2025-04-06,legacy_skill_assessment,73.2
TRN-SIH26135-028837,power bi,2025-03-30,legacy_skill_assessment,66.2
TRN-SIH26135-028838,communication,2025-04-19,legacy_skill_assessment,65.0
TRN-SIH26135-028838,data analysis,2025-04-12,legacy_skill_assessment,58.0
TRN-SIH26135-028838,sales,2025-04-05,legacy_skill_assessment,62.0
TRN-SIH26135-028839,aws,2025-05-02,legacy_skill_assessment,66.4
TRN-SIH26135-028839,java,2025-04-25,legacy_skill_assessment,59.4
TRN-SIH26135-028839,react,2025-04-18,legacy_skill_assessment,63.4
TRN-SIH26135-028840,autocad,2025-05-08,legacy_skill_assessment,84.1
TRN-SIH26135-028840,javascript,2025-05-01,legacy_skill_assessment,88.1
TRN-SIH26135-028840,networking,2025-05-15,legacy_skill_assessment,91.1
TRN-SIH26135-028841,data analysis,2025-05-28,legacy_skill_assessment,68.3
TRN-SIH26135-028841,excel,2025-05-21,legacy_skill_assessment,61.3
TRN-SIH26135-028841,linux,2025-05-14,legacy_skill_assessment,65.3
TRN-SIH26135-028842,autocad,2025-06-10,legacy_skill_assessment,71.7
TRN-SIH26135-028842,data analysis,2025-06-03,legacy_skill_assessment,64.7
TRN-SIH26135-028842,networking,2025-05-27,legacy_skill_assessment,68.7
TRN-SIH26135-028843,accounting,2025-06-09,legacy_skill_assessment,56.6
TRN-SIH26135-028843,autocad,2025-06-16,legacy_skill_assessment,52.6
TRN-SIH26135-028843,aws,2025-06-23,legacy_skill_assessment,59.6
TRN-SIH26135-028844,autocad,2025-06-29,legacy_skill_assessment,61.3
TRN-SIH26135-028844,azure,2025-07-06,legacy_skill_assessment,68.3
TRN-SIH26135-028844,javascript,2025-06-22,legacy_skill_assessment,65.3
TRN-SIH26135-028845,azure,2025-07-12,legacy_skill_assessment,45.5
TRN-SIH26135-028845,machine learning,2025-07-19,legacy_skill_assessment,52.5
TRN-SIH26135-028845,sales,2025-07-05,legacy_skill_assessment,49.5
TRN-SIH26135-028846,communication,2025-08-01,legacy_skill_assessment,45.0
TRN-SIH26135-028846,linux,2025-07-25,legacy_skill_assessment,38.0
TRN-SIH26135-028846,sql,2025-07-18,legacy_skill_assessment,42.0
TRN-SIH26135-028847,autocad,2025-07-31,legacy_skill_assessment,82.4
TRN-SIH26135-028847,python,2025-08-14,legacy_skill_assessment,85.4
TRN-SIH26135-028847,react,2025-08-07,legacy_skill_assessment,78.4
TRN-SIH26135-028848,accounting,2025-08-20,legacy_skill_assessment,57.2
TRN-SIH26135-028848,azure,2025-08-13,legacy_skill_assessment,61.2
TRN-SIH26135-028848,cybersecurity,2025-08-27,legacy_skill_assessment,64.2
TRN-SIH26135-028849,aws,2025-09-02,legacy_skill_assessment,68.2
TRN-SIH26135-028849,azure,2025-09-09,legacy_skill_assessment,75.2
TRN-SIH26135-028849,healthcare operations,2025-08-26,legacy_skill_assessment,72.2
TRN-SIH26135-028850,healthcare operations,2025-09-08,legacy_skill_assessment,100.0
TRN-SIH26135-028850,python,2025-09-15,legacy_skill_assessment,97.0
TRN-SIH26135-028850,sales,2025-09-22,legacy_skill_assessment,100.0
TRN-SIH26135-028851,autocad,2025-09-28,legacy_skill_assessment,79.1
TRN-SIH26135-028851,communication,2025-10-05,legacy_skill_assessment,86.1
TRN-SIH26135-028851,data analysis,2025-09-21,legacy_skill_assessment,83.1
TRN-SIH26135-028852,java,2025-10-04,legacy_skill_assessment,58.3
TRN-SIH26135-028852,power bi,2025-10-18,legacy_skill_assessment,61.3
TRN-SIH26135-028852,python,2025-10-11,legacy_skill_assessment,54.3
TRN-SIH26135-028853,data analysis,2025-10-24,legacy_skill_assessment,84.0
TRN-SIH26135-028853,excel,2025-10-17,legacy_skill_assessment,88.0
TRN-SIH26135-028853,networking,2025-10-31,legacy_skill_assessment,91.0
TRN-SIH26135-028854,aws,2025-10-30,legacy_skill_assessment,74.1
TRN-SIH26135-028854,communication,2025-11-06,legacy_skill_assessment,70.1
TRN-SIH26135-028854,healthcare operations,2025-11-13,legacy_skill_assessment,77.1
TRN-SIH26135-028855,accounting,2025-11-19,legacy_skill_assessment,38.1
TRN-SIH26135-028855,data analysis,2025-11-26,legacy_skill_assessment,45.1
TRN-SIH26135-028855,networking,2025-11-12,legacy_skill_assessment,42.1
TRN-SIH26135-028856,excel,2025-12-09,legacy_skill_assessment,86.1
TRN-SIH26135-028856,react,2025-12-02,legacy_skill_assessment,79.1
TRN-SIH26135-028856,sales,2025-11-25,legacy_skill_assessment,83.1
TRN-SIH26135-028857,aws,2023-12-26,legacy_skill_assessment,72.6
TRN-SIH26135-028857,java,2024-01-02,legacy_skill_assessment,79.6
TRN-SIH26135-028857,javascript,2023-12-19,legacy_skill_assessment,76.6
TRN-SIH26135-028858,data analysis,2024-01-01,legacy_skill_assessment,73.4
TRN-SIH26135-028858,healthcare operations,2024-01-15,legacy_skill_assessment,76.4
TRN-SIH26135-028858,networking,2024-01-08,legacy_skill_assessment,69.4
TRN-SIH26135-028859,communication,2024-01-21,legacy_skill_assessment,60.2
TRN-SIH26135-028859,networking,2024-01-28,legacy_skill_assessment,67.2
TRN-SIH26135-028859,power bi,2024-01-14,legacy_skill_assessment,64.2
TRN-SIH26135-028860,aws,2024-02-10,legacy_skill_assessment,55.6
TRN-SIH26135-028860,cybersecurity,2024-01-27,legacy_skill_assessment,52.6
TRN-SIH26135-028860,digital marketing,2024-02-03,legacy_skill_assessment,48.6
TRN-SIH26135-028861,communication,2024-02-09,legacy_skill_assessment,40.9
TRN-SIH26135-028861,linux,2024-02-16,legacy_skill_assessment,36.9
TRN-SIH26135-028861,sql,2024-02-23,legacy_skill_assessment,43.9
TRN-SIH26135-028862,healthcare operations,2024-02-29,legacy_skill_assessment,36.9
TRN-SIH26135-028862,linux,2024-03-07,legacy_skill_assessment,43.9
TRN-SIH26135-028862,sql,2024-02-22,legacy_skill_assessment,40.9
TRN-SIH26135-028863,azure,2024-03-06,legacy_skill_assessment,63.0
TRN-SIH26135-028863,java,2024-03-20,legacy_skill_assessment,66.0
TRN-SIH26135-028863,machine learning,2024-03-13,legacy_skill_assessment,59.0
TRN-SIH26135-028864,data analysis,2024-03-26,legacy_skill_assessment,61.7
TRN-SIH26135-028864,digital marketing,2024-04-02,legacy_skill_assessment,68.7
TRN-SIH26135-028864,machine learning,2024-03-19,legacy_skill_assessment,65.7
TRN-SIH26135-028865,digital marketing,2024-04-08,legacy_skill_assessment,52.0
TRN-SIH26135-028865,javascript,2024-04-15,legacy_skill_assessment,59.0
TRN-SIH26135-028865,networking,2024-04-01,legacy_skill_assessment,56.0
TRN-SIH26135-028866,autocad,2024-04-28,legacy_skill_assessment,51.8
TRN-SIH26135-028866,javascript,2024-04-14,legacy_skill_assessment,48.8
TRN-SIH26135-028866,power bi,2024-04-21,legacy_skill_assessment,44.8
TRN-SIH26135-028867,aws,2024-05-04,legacy_skill_assessment,53.7
TRN-SIH26135-028867,data analysis,2024-05-11,legacy_skill_assessment,60.7
TRN-SIH26135-028867,sql,2024-04-27,legacy_skill_assessment,57.7
TRN-SIH26135-028868,healthcare operations,2024-05-10,legacy_skill_assessment,76.3
TRN-SIH26135-028868,java,2024-05-24,legacy_skill_assessment,79.3
TRN-SIH26135-028868,power bi,2024-05-17,legacy_skill_assessment,72.3
TRN-SIH26135-028869,communication,2024-06-06,legacy_skill_assessment,50.0
TRN-SIH26135-028869,javascript,2024-05-30,legacy_skill_assessment,43.0
TRN-SIH26135-028869,react,2024-05-23,legacy_skill_assessment,47.0
TRN-SIH26135-028870,communication,2024-06-19,legacy_skill_assessment,58.1
TRN-SIH26135-028870,excel,2024-06-12,legacy_skill_assessment,51.1
TRN-SIH26135-028870,networking,2024-06-05,legacy_skill_assessment,55.1
TRN-SIH26135-028871,data analysis,2024-06-25,legacy_skill_assessment,63.3
TRN-SIH26135-028871,healthcare operations,2024-06-18,legacy_skill_assessment,67.3
TRN-SIH26135-028871,machine learning,2024-07-02,legacy_skill_assessment,70.3
TRN-SIH26135-028872,cybersecurity,2024-07-01,legacy_skill_assessment,60.0
TRN-SIH26135-028872,javascript,2024-07-15,legacy_skill_assessment,63.0
TRN-SIH26135-028872,python,2024-07-08,legacy_skill_assessment,56.0
TRN-SIH26135-028873,communication,2024-07-21,legacy_skill_assessment,53.8
TRN-SIH26135-028873,excel,2024-07-14,legacy_skill_assessment,57.8
TRN-SIH26135-028873,networking,2024-07-28,legacy_skill_assessment,60.8
TRN-SIH26135-028874,azure,2024-07-27,legacy_skill_assessment,65.5
TRN-SIH26135-028874,linux,2024-08-10,legacy_skill_assessment,68.5
TRN-SIH26135-028874,react,2024-08-03,legacy_skill_assessment,61.5
TRN-SIH26135-028875,azure,2024-08-16,legacy_skill_assessment,79.3
TRN-SIH26135-028875,machine learning,2024-08-09,legacy_skill_assessment,83.3
TRN-SIH26135-028875,power bi,2024-08-23,legacy_skill_assessment,86.3
TRN-SIH26135-028876,autocad,2024-08-22,legacy_skill_assessment,92.1
TRN-SIH26135-028876,cybersecurity,2024-09-05,legacy_skill_assessment,95.1
TRN-SIH26135-028876,react,2024-08-29,legacy_skill_assessment,88.1
TRN-SIH26135-028877,java,2024-09-04,legacy_skill_assessment,68.7
TRN-SIH26135-028877,python,2024-09-11,legacy_skill_assessment,64.7
TRN-SIH26135-028877,react,2024-09-18,legacy_skill_assessment,71.7
TRN-SIH26135-028878,excel,2024-10-01,legacy_skill_assessment,88.4
TRN-SIH26135-028878,java,2024-09-17,legacy_skill_assessment,85.4
TRN-SIH26135-028878,power bi,2024-09-24,legacy_skill_assessment,81.4
TRN-SIH26135-028879,accounting,2024-10-14,legacy_skill_assessment,62.4
TRN-SIH26135-028879,power bi,2024-10-07,legacy_skill_assessment,55.4
TRN-SIH26135-028879,sql,2024-09-30,legacy_skill_assessment,59.4
TRN-SIH26135-028880,autocad,2024-10-20,legacy_skill_assessment,59.9
TRN-SIH26135-028880,cybersecurity,2024-10-13,legacy_skill_assessment,63.9
TRN-SIH26135-028880,data analysis,2024-10-27,legacy_skill_assessment,66.9
TRN-SIH26135-028881,data analysis,2024-11-02,legacy_skill_assessment,68.2
TRN-SIH26135-028881,javascript,2024-10-26,legacy_skill_assessment,72.2
TRN-SIH26135-028881,react,2024-11-09,legacy_skill_assessment,75.2
TRN-SIH26135-028882,autocad,2024-11-08,legacy_skill_assessment,61.6
TRN-SIH26135-028882,healthcare operations,2024-11-22,legacy_skill_assessment,64.6
TRN-SIH26135-028882,networking,2024-11-15,legacy_skill_assessment,57.6
TRN-SIH26135-028883,java,2024-11-21,legacy_skill_assessment,70.8
TRN-SIH26135-028883,power bi,2024-11-28,legacy_skill_assessment,66.8
TRN-SIH26135-028883,python,2024-12-05,legacy_skill_assessment,73.8
TRN-SIH26135-028884,accounting,2024-12-04,legacy_skill_assessment,66.4
TRN-SIH26135-028884,azure,2024-12-18,legacy_skill_assessment,69.4
TRN-SIH26135-028884,sql,2024-12-11,legacy_skill_assessment,62.4
TRN-SIH26135-028885,cybersecurity,2024-12-24,legacy_skill_assessment,63.7
TRN-SIH26135-028885,data analysis,2024-12-17,legacy_skill_assessment,67.7
TRN-SIH26135-028885,react,2024-12-31,legacy_skill_assessment,70.7
TRN-SIH26135-028886,autocad,2025-01-13,legacy_skill_assessment,57.2
TRN-SIH26135-028886,machine learning,2025-01-06,legacy_skill_assessment,50.2
TRN-SIH26135-028886,python,2024-12-30,legacy_skill_assessment,54.2
TRN-SIH26135-028887,communication,2025-01-26,legacy_skill_assessment,63.8
TRN-SIH26135-028887,data analysis,2025-01-19,legacy_skill_assessment,56.8
TRN-SIH26135-028887,excel,2025-01-12,legacy_skill_assessment,60.8
TRN-SIH26135-028888,autocad,2025-02-08,legacy_skill_assessment,75.6
TRN-SIH26135-028888,healthcare operations,2025-01-25,legacy_skill_assessment,72.6
TRN-SIH26135-028888,java,2025-02-01,legacy_skill_assessment,68.6
TRN-SIH26135-028889,azure,2025-02-21,legacy_skill_assessment,68.8
TRN-SIH26135-028889,cybersecurity,2025-02-07,legacy_skill_assessment,65.8
TRN-SIH26135-028889,react,2025-02-14,legacy_skill_assessment,61.8
TRN-SIH26135-028890,machine learning,2025-02-27,legacy_skill_assessment,54.5
TRN-SIH26135-028890,power bi,2025-03-06,legacy_skill_assessment,61.5
TRN-SIH26135-028890,sql,2025-02-20,legacy_skill_assessment,58.5
TRN-SIH26135-028891,autocad,2025-03-19,legacy_skill_assessment,91.0
TRN-SIH26135-028891,data analysis,2025-03-05,legacy_skill_assessment,88.0
TRN-SIH26135-028891,machine learning,2025-03-12,legacy_skill_assessment,84.0
TRN-SIH26135-028892,excel,2025-04-01,legacy_skill_assessment,53.4
TRN-SIH26135-028892,healthcare operations,2025-03-18,legacy_skill_assessment,50.4
TRN-SIH26135-028892,react,2025-03-25,legacy_skill_assessment,46.4
TRN-SIH26135-028893,autocad,2025-04-14,legacy_skill_assessment,74.5
TRN-SIH26135-028893,excel,2025-04-07,legacy_skill_assessment,67.5
TRN-SIH26135-028893,python,2025-03-31,legacy_skill_assessment,71.5
TRN-SIH26135-028894,accounting,2025-04-20,legacy_skill_assessment,61.6
TRN-SIH26135-028894,aws,2025-04-27,legacy_skill_assessment,68.6
TRN-SIH26135-028894,data analysis,2025-04-13,legacy_skill_assessment,65.6
TRN-SIH26135-028895,accounting,2025-04-26,legacy_skill_assessment,59.0
TRN-SIH26135-028895,machine learning,2025-05-03,legacy_skill_assessment,55.0
TRN-SIH26135-028895,react,2025-05-10,legacy_skill_assessment,62.0
TRN-SIH26135-028896,data analysis,2025-05-09,legacy_skill_assessment,66.9
TRN-SIH26135-028896,python,2025-05-16,legacy_skill_assessment,62.9
TRN-SIH26135-028896,sql,2025-05-23,legacy_skill_assessment,69.9
TRN-SIH26135-028897,data analysis,2025-05-29,legacy_skill_assessment,66.3
TRN-SIH26135-028897,javascript,2025-05-22,legacy_skill_assessment,70.3
TRN-SIH26135-028897,python,2025-06-05,legacy_skill_assessment,73.3
TRN-SIH26135-028898,accounting,2025-06-04,legacy_skill_assessment,75.7
TRN-SIH26135-028898,autocad,2025-06-11,legacy_skill_assessment,71.7
TRN-SIH26135-028898,sql,2025-06-18,legacy_skill_assessment,78.7
TRN-SIH26135-028899,digital marketing,2025-06-17,legacy_skill_assessment,43.7
TRN-SIH26135-028899,healthcare operations,2025-07-01,legacy_skill_assessment,46.7
TRN-SIH26135-028899,react,2025-06-24,legacy_skill_assessment,39.7
TRN-SIH26135-028900,accounting,2025-07-07,legacy_skill_assessment,84.0
TRN-SIH26135-028900,networking,2025-07-14,legacy_skill_assessment,91.0
TRN-SIH26135-028900,python,2025-06-30,legacy_skill_assessment,88.0
TRN-SIH26135-028901,javascript,2025-07-13,legacy_skill_assessment,64.0
TRN-SIH26135-028901,power bi,2025-07-27,legacy_skill_assessment,67.0
TRN-SIH26135-028901,react,2025-07-20,legacy_skill_assessment,60.0
TRN-SIH26135-028902,autocad,2025-08-09,legacy_skill_assessment,81.2
TRN-SIH26135-028902,javascript,2025-08-02,legacy_skill_assessment,74.2
TRN-SIH26135-028902,sql,2025-07-26,legacy_skill_assessment,78.2
TRN-SIH26135-028903,digital marketing,2025-08-08,legacy_skill_assessment,92.6
TRN-SIH26135-028903,python,2025-08-15,legacy_skill_assessment,88.6
TRN-SIH26135-028903,react,2025-08-22,legacy_skill_assessment,95.6
TRN-SIH26135-028904,accounting,2025-09-04,legacy_skill_assessment,50.2
TRN-SIH26135-028904,aws,2025-08-21,legacy_skill_assessment,47.2
TRN-SIH26135-028904,react,2025-08-28,legacy_skill_assessment,43.2
TRN-SIH26135-028905,azure,2025-09-10,legacy_skill_assessment,63.4
TRN-SIH26135-028905,linux,2025-09-03,legacy_skill_assessment,67.4
TRN-SIH26135-028905,python,2025-09-17,legacy_skill_assessment,70.4
TRN-SIH26135-028906,digital marketing,2025-09-30,legacy_skill_assessment,66.2
TRN-SIH26135-028906,excel,2025-09-16,legacy_skill_assessment,63.2
TRN-SIH26135-028906,healthcare operations,2025-09-23,legacy_skill_assessment,59.2
TRN-SIH26135-028907,digital marketing,2025-10-13,legacy_skill_assessment,75.5
TRN-SIH26135-028907,healthcare operations,2025-10-06,legacy_skill_assessment,68.5
TRN-SIH26135-028907,sql,2025-09-29,legacy_skill_assessment,72.5
TRN-SIH26135-028908,aws,2025-10-12,legacy_skill_assessment,44.6
TRN-SIH26135-028908,communication,2025-10-26,legacy_skill_assessment,47.6
TRN-SIH26135-028908,linux,2025-10-19,legacy_skill_assessment,40.6
TRN-SIH26135-028909,accounting,2025-11-08,legacy_skill_assessment,71.2
TRN-SIH26135-028909,aws,2025-10-25,legacy_skill_assessment,68.2
TRN-SIH26135-028909,networking,2025-11-01,legacy_skill_assessment,64.2
TRN-SIH26135-028910,accounting,2025-11-21,legacy_skill_assessment,72.7
TRN-SIH26135-028910,react,2025-11-14,legacy_skill_assessment,65.7
TRN-SIH26135-028910,sql,2025-11-07,legacy_skill_assessment,69.7
TRN-SIH26135-028911,javascript,2025-11-27,legacy_skill_assessment,54.1
TRN-SIH26135-028911,python,2025-12-04,legacy_skill_assessment,61.1
TRN-SIH26135-028911,sales,2025-11-20,legacy_skill_assessment,58.1
TRN-SIH26135-028912,accounting,2023-12-28,legacy_skill_assessment,66.4
TRN-SIH26135-028912,azure,2023-12-14,legacy_skill_assessment,63.4
TRN-SIH26135-028912,data analysis,2023-12-21,legacy_skill_assessment,59.4
TRN-SIH26135-028913,machine learning,2024-01-10,legacy_skill_assessment,38.5
TRN-SIH26135-028913,sales,2023-12-27,legacy_skill_assessment,35.5
TRN-SIH26135-028913,sql,2024-01-03,legacy_skill_assessment,31.5
TRN-SIH26135-028914,cybersecurity,2024-01-23,legacy_skill_assessment,58.2
TRN-SIH26135-028914,digital marketing,2024-01-09,legacy_skill_assessment,55.2
TRN-SIH26135-028914,power bi,2024-01-16,legacy_skill_assessment,51.2
TRN-SIH26135-028915,power bi,2024-01-22,legacy_skill_assessment,89.5
TRN-SIH26135-028915,python,2024-01-29,legacy_skill_assessment,85.5
TRN-SIH26135-028915,sales,2024-02-05,legacy_skill_assessment,92.5
TRN-SIH26135-028916,accounting,2024-02-04,legacy_skill_assessment,65.6
TRN-SIH26135-028916,aws,2024-02-18,legacy_skill_assessment,68.6
TRN-SIH26135-028916,cybersecurity,2024-02-11,legacy_skill_assessment,61.6
TRN-SIH26135-028917,accounting,2024-03-02,legacy_skill_assessment,71.0
TRN-SIH26135-028917,data analysis,2024-02-24,legacy_skill_assessment,64.0
TRN-SIH26135-028917,sales,2024-02-17,legacy_skill_assessment,68.0
TRN-SIH26135-028918,power bi,2024-03-01,legacy_skill_assessment,77.1
TRN-SIH26135-028918,sales,2024-03-15,legacy_skill_assessment,80.1
TRN-SIH26135-028918,sql,2024-03-08,legacy_skill_assessment,73.1
TRN-SIH26135-028919,autocad,2024-03-21,legacy_skill_assessment,61.5
TRN-SIH26135-028919,azure,2024-03-14,legacy_skill_assessment,65.5
TRN-SIH26135-028919,machine learning,2024-03-28,legacy_skill_assessment,68.5
TRN-SIH26135-028920,aws,2024-04-03,legacy_skill_assessment,67.6
TRN-SIH26135-028920,healthcare operations,2024-03-27,legacy_skill_assessment,71.6
TRN-SIH26135-028920,linux,2024-04-10,legacy_skill_assessment,74.6
TRN-SIH26135-028921,azure,2024-04-16,legacy_skill_assessment,88.0
TRN-SIH26135-028921,machine learning,2024-04-23,legacy_skill_assessment,95.0
TRN-SIH26135-028921,networking,2024-04-09,legacy_skill_assessment,92.0
TRN-SIH26135-028922,accounting,2024-05-06,legacy_skill_assessment,63.5
TRN-SIH26135-028922,python,2024-04-29,legacy_skill_assessment,56.5
TRN-SIH26135-028922,react,2024-04-22,legacy_skill_assessment,60.5
TRN-SIH26135-028923,communication,2024-05-05,legacy_skill_assessment,81.8
TRN-SIH26135-028923,power bi,2024-05-19,legacy_skill_assessment,84.8
TRN-SIH26135-028923,sales,2024-05-12,legacy_skill_assessment,77.8
TRN-SIH26135-028924,aws,2024-05-18,legacy_skill_assessment,48.2
TRN-SIH26135-028924,javascript,2024-06-01,legacy_skill_assessment,51.2
TRN-SIH26135-028924,machine learning,2024-05-25,legacy_skill_assessment,44.2
TRN-SIH26135-028925,cybersecurity,2024-06-07,legacy_skill_assessment,56.8
TRN-SIH26135-028925,networking,2024-06-14,legacy_skill_assessment,63.8
TRN-SIH26135-028925,react,2024-05-31,legacy_skill_assessment,60.8
TRN-SIH26135-028926,excel,2024-06-13,legacy_skill_assessment,54.5
TRN-SIH26135-028926,healthcare operations,2024-06-27,legacy_skill_assessment,57.5
TRN-SIH26135-028926,linux,2024-06-20,legacy_skill_assessment,50.5
TRN-SIH26135-028927,aws,2024-07-10,legacy_skill_assessment,69.4
TRN-SIH26135-028927,power bi,2024-07-03,legacy_skill_assessment,62.4
TRN-SIH26135-028927,sales,2024-06-26,legacy_skill_assessment,66.4
TRN-SIH26135-028928,autocad,2024-07-23,legacy_skill_assessment,90.1
TRN-SIH26135-028928,aws,2024-07-09,legacy_skill_assessment,87.1
TRN-SIH26135-028928,digital marketing,2024-07-16,legacy_skill_assessment,83.1
TRN-SIH26135-028929,aws,2024-08-05,legacy_skill_assessment,72.5
TRN-SIH26135-028929,cybersecurity,2024-07-22,legacy_skill_assessment,69.5
TRN-SIH26135-028929,python,2024-07-29,legacy_skill_assessment,65.5
TRN-SIH26135-028930,autocad,2024-08-11,legacy_skill_assessment,66.6
TRN-SIH26135-028930,azure,2024-08-18,legacy_skill_assessment,73.6
TRN-SIH26135-028930,digital marketing,2024-08-04,legacy_skill_assessment,70.6
TRN-SIH26135-028931,accounting,2024-08-24,legacy_skill_assessment,54.6
TRN-SIH26135-028931,digital marketing,2024-08-31,legacy_skill_assessment,61.6
TRN-SIH26135-028931,sql,2024-08-17,legacy_skill_assessment,58.6
TRN-SIH26135-028932,autocad,2024-09-13,legacy_skill_assessment,55.8
TRN-SIH26135-028932,digital marketing,2024-08-30,legacy_skill_assessment,52.8
TRN-SIH26135-028932,power bi,2024-09-06,legacy_skill_assessment,48.8
TRN-SIH26135-028933,excel,2024-09-26,legacy_skill_assessment,71.6
TRN-SIH26135-028933,healthcare operations,2024-09-12,legacy_skill_assessment,68.6
TRN-SIH26135-028933,networking,2024-09-19,legacy_skill_assessment,64.6
TRN-SIH26135-028934,azure,2024-10-02,legacy_skill_assessment,60.9
TRN-SIH26135-028934,java,2024-10-09,legacy_skill_assessment,67.9
TRN-SIH26135-028934,sql,2024-09-25,legacy_skill_assessment,64.9
TRN-SIH26135-028935,digital marketing,2024-10-15,legacy_skill_assessment,74.5
TRN-SIH26135-028935,react,2024-10-08,legacy_skill_assessment,78.5
TRN-SIH26135-028935,sql,2024-10-22,legacy_skill_assessment,81.5
TRN-SIH26135-028936,cybersecurity,2024-10-21,legacy_skill_assessment,60.4
TRN-SIH26135-028936,javascript,2024-10-28,legacy_skill_assessment,56.4
TRN-SIH26135-028936,networking,2024-11-04,legacy_skill_assessment,63.4
TRN-SIH26135-028937,networking,2024-11-10,legacy_skill_assessment,75.1
TRN-SIH26135-028937,power bi,2024-11-03,legacy_skill_assessment,79.1
TRN-SIH26135-028937,sql,2024-11-17,legacy_skill_assessment,82.1
TRN-SIH26135-028938,communication,2024-11-16,legacy_skill_assessment,61.1
TRN-SIH26135-028938,healthcare operations,2024-11-23,legacy_skill_assessment,57.1
TRN-SIH26135-028938,java,2024-11-30,legacy_skill_assessment,64.1
TRN-SIH26135-028939,aws,2024-12-06,legacy_skill_assessment,67.0
TRN-SIH26135-028939,power bi,2024-11-29,legacy_skill_assessment,71.0
TRN-SIH26135-028939,sales,2024-12-13,legacy_skill_assessment,74.0
TRN-SIH26135-028940,digital marketing,2024-12-26,legacy_skill_assessment,69.7
TRN-SIH26135-028940,linux,2024-12-19,legacy_skill_assessment,62.7
TRN-SIH26135-028940,sales,2024-12-12,legacy_skill_assessment,66.7
TRN-SIH26135-028941,accounting,2024-12-25,legacy_skill_assessment,51.6
TRN-SIH26135-028941,autocad,2025-01-08,legacy_skill_assessment,54.6
TRN-SIH26135-028941,cybersecurity,2025-01-01,legacy_skill_assessment,47.6
TRN-SIH26135-028942,excel,2025-01-14,legacy_skill_assessment,61.3
TRN-SIH26135-028942,linux,2025-01-21,legacy_skill_assessment,68.3
TRN-SIH26135-028942,react,2025-01-07,legacy_skill_assessment,65.3
TRN-SIH26135-028943,accounting,2025-02-03,legacy_skill_assessment,77.3
TRN-SIH26135-028943,autocad,2025-01-20,legacy_skill_assessment,74.3
TRN-SIH26135-028943,excel,2025-01-27,legacy_skill_assessment,70.3
TRN-SIH26135-028944,azure,2025-02-16,legacy_skill_assessment,56.5
TRN-SIH26135-028944,machine learning,2025-02-09,legacy_skill_assessment,49.5
TRN-SIH26135-028944,power bi,2025-02-02,legacy_skill_assessment,53.5
TRN-SIH26135-028945,healthcare operations,2025-03-01,legacy_skill_assessment,47.5
TRN-SIH26135-028945,python,2025-02-15,legacy_skill_assessment,44.5
TRN-SIH26135-028945,sql,2025-02-22,legacy_skill_assessment,40.5
TRN-SIH26135-028946,communication,2025-03-07,legacy_skill_assessment,67.3
TRN-SIH26135-028946,cybersecurity,2025-02-28,legacy_skill_assessment,71.3
TRN-SIH26135-028946,javascript,2025-03-14,legacy_skill_assessment,74.3
TRN-SIH26135-028947,excel,2025-03-20,legacy_skill_assessment,42.5
TRN-SIH26135-028947,javascript,2025-03-27,legacy_skill_assessment,49.5
TRN-SIH26135-028947,react,2025-03-13,legacy_skill_assessment,46.5
